,Guild_Contribution,Character_Level,Weekly_Playtime,Chat_Activity,Days_Inactive,Guild_Rank,PVP_Score,Quest_Completed,Item_Level,User_Level
925,351.76,53,3.01,141,13,1,356.17,46,126.55,0
926,269.68,1,70.0,110,22,0,81.39,82,213.02,0
927,186.91,67,30.08,166,5,7,667.46,430,302.82,1
928,275.32,28,28.87,0,6,5,547.5,30,349.87,1
929,483.55,38,4.41,148,15,0,62.33,473,121.67,0
930,276.08,27,40.16,138,10,5,380.91,377,123.37,0
931,504.53,67,15.47,106,1,7,382.83,274,275.14,1
932,870.84,59,67.08,326,5,6,324.35,665,500.0,2
933,346.5,49,23.7,236,0,6,999.0,544,207.26,1
934,183.68,16,24.9,184,18,1,451.96,450,137.54,0
935,100.44,27,19.53,56,16,5,154.82,604,327.43,0
936,51.65,18,12.98,137,11,4,366.37,274,471.39,0
937,505.46,25,12.16,199,0,4,316.53,708,343.02,1
938,57.0,40,10.47,181,4,3,321.63,279,316.68,0
939,389.73,50,59.55,261,10,3,328.92,430,186.33,1
940,190.37,26,24.01,182,0,0,189.08,20,188.66,0
941,619.57,89,19.78,49,5,4,275.47,138,484.56,1
942,709.89,17,40.91,228,4,0,457.8,407,100.0,1
943,217.08,83,42.73,130,7,6,629.8,267,500.0,1
944,146.67,41,7.69,259,13,0,80.44,321,143.11,0
945,388.48,25,63.67,146,21,1,388.13,295,201.65,0
946,400.77,54,35.02,230,27,0,318.5,184,215.12,0
947,581.69,87,22.25,259,7,3,313.64,225,158.55,1
948,221.19,68,14.56,233,10,4,790.5,590,387.13,1
949,372.6,87,70.0,30,14,10,270.88,589,243.21,1
950,222.8,91,70.0,263,0,10,405.26,415,431.1,1
951,560.0,28,11.42,200,3,4,552.43,652,371.37,1
952,184.07,1,9.89,112,7,1,141.41,215,500.0,0
953,411.57,41,34.5,190,14,5,152.37,439,210.53,1
954,560.98,39,31.99,4,8,3,251.55,146,283.02,0
955,178.59,21,21.65,265,1,4,134.47,229,110.09,0
956,131.61,43,30.89,288,0,0,190.65,436,227.34,1
957,68.28,60,26.79,160,12,3,48.87,25,460.64,0
958,259.07,1,38.26,231,17,8,143.61,321,166.9,0
959,741.45,55,27.63,321,0,4,454.16,551,112.92,1
960,187.89,59,21.78,20,21,3,39.08,384,175.59,0
961,462.18,44,46.74,210,6,6,421.78,464,176.34,1
962,280.23,31,6.84,91,8,4,415.77,428,135.09,0
963,286.94,15,12.39,156,0,4,247.73,207,244.5,0
964,347.28,61,9.85,144,23,1,50.88,273,322.73,0
965,138.81,33,53.59,17,22,0,187.96,339,120.71,0
966,539.44,51,19.59,115,20,6,550.9,368,500.0,1
967,136.5,7,36.45,62,17,0,352.81,211,340.37,0
968,434.2,89,29.42,130,2,7,613.75,305,374.04,1
969,265.58,91,0.0,72,6,0,606.19,258,364.76,1
970,464.16,66,70.0,249,0,5,356.25,517,226.28,1
971,536.44,58,36.51,37,9,3,257.3,107,269.23,1
972,685.43,110,35.58,77,14,1,473.9,312,251.69,1
973,472.79,22,39.1,188,7,3,79.09,0,208.8,0
974,185.43,54,47.02,166,20,4,104.64,204,208.67,0
975,255.64,31,67.5,83,2,0,56.18,0,208.82,0
976,724.18,71,22.64,91,0,1,451.3,404,500.0,1
977,357.87,3,51.57,14,15,0,109.11,426,333.02,0
978,421.28,96,34.9,203,8,2,641.47,223,321.27,1
979,576.53,50,40.84,66,4,2,78.34,241,399.19,1
980,531.74,1,5.67,0,9,3,344.17,312,202.29,0
981,291.32,23,30.71,194,6,4,476.67,319,295.4,1
982,260.17,54,18.86,46,7,0,70.68,375,301.76,0
983,409.45,39,30.44,145,1,3,472.55,432,161.84,0
984,704.38,103,34.16,149,16,8,134.86,118,194.79,1
985,303.5,89,18.73,195,0,4,236.98,314,226.03,1
986,394.74,37,40.47,186,6,1,949.34,315,195.65,1
987,148.52,71,5.24,176,0,5,220.69,0,500.0,0
988,87.28,9,26.99,2,17,0,511.48,450,308.23,0
989,676.41,17,14.61,243,1,3,328.24,142,172.35,1
990,241.75,112,70.0,264,3,0,120.82,399,451.85,1
991,576.35,36,42.62,79,5,6,623.65,394,443.71,1
992,169.25,61,32.25,145,30,0,349.95,103,245.82,0
993,155.53,56,18.03,308,9,5,470.59,507,175.14,1
994,78.17,51,26.98,65,30,0,427.42,365,187.21,0
995,417.73,62,21.86,135,12,1,555.27,114,325.16,0
996,488.21,66,65.16,132,0,6,557.33,206,302.25,1
997,845.41,17,12.47,168,27,5,465.9,289,187.08,0
998,657.23,113,32.37,400,7,9,552.54,533,249.19,2
999,420.91,58,11.03,0,13,1,65.82,449,318.82,0
1000,321.41,13,7.43,108,16,2,722.07,78,111.59,0
1001,287.11,77,19.68,126,12,4,226.59,361,248.97,1
1002,438.32,55,50.28,300,16,5,383.26,704,188.43,1
1003,412.41,90,40.5,273,11,5,347.49,363,210.4,1
1004,871.04,78,32.55,251,11,2,300.45,311,260.59,1
1005,425.61,55,17.22,188,0,8,84.02,695,483.38,1
1006,251.68,93,22.52,218,12,0,944.39,642,308.44,1
1007,255.17,73,29.23,138,10,3,598.45,270,238.33,1
1008,468.2,38,26.38,21,9,0,331.73,69,479.34,0
1009,498.85,98,33.17,59,7,3,359.74,23,291.94,1
1010,315.93,9,17.3,232,0,4,156.69,443,220.92,0
1011,987.68,68,59.18,210,6,10,264.62,554,154.06,2
1012,565.82,88,31.21,215,9,5,637.84,360,257.82,1
1013,202.65,13,14.18,40,25,2,79.55,58,232.99,0
1014,527.33,21,49.49,0,7,1,492.7,198,230.26,1
1015,257.28,93,30.74,168,13,3,692.14,415,500.0,1
1016,450.07,31,37.77,86,20,4,228.51,313,154.28,0
1017,516.52,34,48.54,113,2,1,513.16,133,500.0,1
1018,500.64,35,24.89,248,0,3,497.36,316,327.06,1
1019,105.75,24,17.58,77,19,0,153.44,400,119.74,0
1020,255.01,66,52.74,212,0,5,759.37,596,340.35,1
1021,97.25,7,16.16,132,6,0,418.2,73,260.15,0
1022,748.78,40,17.21,122,13,4,172.85,342,485.01,1
1023,0.0,113,42.9,107,10,5,738.52,495,330.45,2
1024,334.88,74,18.87,270,2,6,271.89,561,310.82,1
1025,283.39,57,42.11,0,0,0,669.47,320,493.95,1
1026,975.28,96,67.01,164,2,6,466.27,441,230.01,1
1027,541.31,54,11.54,250,13,6,198.56,406,209.17,1
1028,275.61,58,7.96,46,24,3,230.3,278,200.35,0
1029,184.37,66,37.49,174,20,1,569.76,353,241.27,1
1030,352.33,46,5.91,84,12,6,99.99,344,211.65,0
1031,591.16,62,11.54,250,0,7,159.88,491,236.06,1
1032,134.17,25,2.59,18,11,2,113.39,206,164.31,0
1033,208.77,67,3.11,27,19,0,342.41,57,100.0,0
1034,198.32,51,51.6,176,20,0,472.2,583,230.12,0
1035,194.87,18,24.57,191,3,8,189.32,454,243.16,1
1036,353.04,38,14.81,188,0,3,198.41,129,255.66,0
1037,506.11,103,29.83,282,17,2,205.63,461,355.82,1
1038,134.21,57,28.75,184,11,0,117.3,310,176.62,0
1039,84.74,32,25.86,126,18,0,363.45,479,336.42,0
1040,932.32,61,52.6,150,9,3,999.0,424,500.0,1
1041,200.38,105,22.75,228,12,3,454.84,330,292.93,1
1042,456.76,25,31.6,105,6,0,325.59,88,100.0,0
1043,400.28,59,39.69,337,10,6,447.29,653,202.92,1
1044,826.57,99,34.18,158,0,7,500.54,311,262.44,1
1045,609.3,79,64.6,246,20,6,999.0,430,446.63,1
1046,383.65,55,12.91,273,22,0,432.49,120,284.2,0
1047,426.94,91,24.75,129,7,0,327.48,328,309.63,0
1048,420.75,94,9.97,286,4,2,773.19,446,353.94,1
1049,161.7,17,12.07,177,12,0,259.23,77,459.22,0
1050,233.73,52,48.28,193,11,7,271.97,230,487.09,1
1051,682.02,40,23.02,151,12,10,867.32,451,500.0,1
1052,735.97,49,44.93,274,12,2,769.88,484,287.88,1
1053,816.62,37,45.93,156,4,1,366.72,272,197.2,1
1054,987.68,86,36.55,250,6,7,999.0,437,416.34,2
1055,280.3,43,24.36,167,18,2,446.02,180,161.39,0
1056,386.11,98,43.49,257,10,6,539.85,354,274.94,1
1057,527.01,28,26.21,257,0,1,173.92,189,135.46,0
1058,289.61,77,52.6,366,0,10,450.07,139,279.8,1
1059,987.68,64,19.82,272,7,1,83.55,414,423.23,1
1060,579.35,101,44.04,98,5,0,641.14,594,500.0,1
1061,125.83,94,14.0,285,9,7,592.44,374,398.91,2
1062,465.39,62,41.08,136,13,0,373.1,216,397.0,1
1063,123.34,23,15.35,34,20,2,343.66,18,241.39,0
1064,385.12,17,27.06,170,1,4,509.5,257,292.14,0
1065,625.45,87,50.45,297,14,4,442.77,334,338.31,1
1066,608.75,103,65.37,191,1,2,96.76,181,235.15,0
1067,604.49,9,5.89,170,7,0,342.95,144,107.22,0
1068,155.58,20,9.08,51,28,3,329.46,517,168.82,0
1069,234.82,6,4.99,146,22,3,599.49,98,232.11,0
1070,173.97,89,29.74,234,7,1,159.28,210,301.7,0
1071,253.42,1,6.07,70,21,4,14.25,411,100.0,0
1072,92.27,23,29.53,72,12,2,83.88,429,112.67,0
1073,147.14,34,6.34,132,11,3,357.78,349,279.36,0
1074,586.52,69,29.57,280,0,6,611.74,688,382.43,2
1075,219.29,33,36.22,54,6,0,137.5,200,310.58,0
1076,258.81,5,39.45,0,22,2,94.68,165,115.81,0
1077,262.86,44,45.16,92,12,2,211.13,463,327.52,1
1078,317.41,34,17.63,131,26,3,191.05,355,111.5,0
1079,621.45,97,40.32,189,11,4,347.74,464,425.38,1
1080,798.55,86,40.89,231,10,2,372.3,362,159.59,1
1081,398.56,79,7.06,57,26,2,478.09,326,319.4,0
1082,33.73,56,10.16,117,30,6,327.48,301,258.51,0
1083,650.66,65,34.8,133,0,6,574.33,262,433.7,1
1084,421.03,63,34.13,226,5,1,152.32,68,316.28,1
1085,693.72,56,31.9,65,3,5,346.03,700,394.47,1
1086,684.53,117,25.32,127,13,3,370.55,424,383.51,1
1087,161.76,13,65.1,39,12,1,401.58,172,100.0,0
1088,599.75,92,34.7,178,7,7,683.25,446,386.61,2
1089,644.85,41,5.59,115,6,3,97.69,222,410.12,0
1090,224.03,45,40.24,71,5,1,486.19,666,296.74,1
1091,296.83,58,21.75,100,4,7,205.67,344,498.67,1
1092,473.12,33,32.58,55,3,3,352.37,186,500.0,1
1093,397.88,66,19.8,100,12,2,253.24,274,100.0,1
1094,573.5,49,13.31,77,22,4,205.69,116,182.41,0
1095,444.48,70,25.35,157,15,0,318.27,52,128.52,0
1096,359.04,69,21.55,80,8,0,266.73,371,213.95,0
1097,657.48,31,16.09,0,12,1,365.09,508,177.94,0
1098,409.02,91,62.25,268,1,4,380.11,271,500.0,1
1099,127.41,50,2.8,156,17,3,88.16,78,258.9,0
1100,330.53,13,23.13,90,0,3,69.45,0,133.43,0
1101,519.15,101,39.93,215,7,8,489.14,506,252.91,2
1102,293.59,64,53.83,213,12,6,186.38,167,382.63,1
1103,662.02,89,27.21,80,8,5,718.37,422,500.0,1
1104,587.5,92,45.49,158,0,5,960.33,391,500.0,2
1105,362.66,68,27.78,168,7,1,256.5,573,209.46,0
1106,419.06,42,20.93,118,6,3,19.22,342,135.59,0
1107,344.3,51,17.09,194,9,0,541.26,622,451.67,1
1108,210.1,61,31.97,252,8,2,871.96,499,245.43,1
1109,700.03,1,33.06,55,19,1,573.09,441,172.01,0
1110,333.14,87,17.3,19,12,10,280.13,554,500.0,1
1111,535.85,2,37.01,29,9,8,185.34,79,250.85,0
1112,64.94,19,18.01,7,29,2,526.48,371,301.61,0
1113,353.27,68,23.73,164,7,0,407.04,621,331.07,1
1114,359.96,91,60.02,124,4,4,508.89,230,162.43,1
1115,387.06,92,14.0,241,0,1,228.53,340,500.0,1
1116,231.88,31,11.89,98,8,0,106.58,94,135.25,0
1117,885.14,96,15.55,298,5,6,300.88,590,246.03,1
1118,165.49,3,8.29,132,16,0,394.57,283,179.88,0
1119,365.57,45,28.34,158,0,4,56.84,0,165.22,0
1120,565.03,67,43.46,164,11,0,383.58,357,450.26,1
1121,969.95,102,22.62,236,1,4,548.34,509,359.97,2
1122,358.08,31,57.86,220,11,6,231.29,590,390.09,1
1123,323.88,102,32.24,94,7,1,343.62,579,279.08,1
1124,279.16,82,26.16,69,9,1,294.45,270,329.56,1
1125,365.18,86,27.25,266,12,3,470.27,494,311.24,1
1126,43.52,61,31.28,143,24,0,412.69,274,143.08,0
1127,200.35,48,14.11,123,19,0,195.89,287,166.92,0
1128,74.01,10,6.26,122,17,3,472.62,395,326.4,0
1129,115.86,57,15.67,117,0,3,486.53,207,100.0,0
1130,987.68,86,30.68,105,6,1,260.08,253,199.95,1
1131,484.29,72,31.4,288,14,6,374.54,336,500.0,1
1132,546.68,15,28.57,161,16,3,404.92,99,234.34,0
1133,336.58,47,55.35,46,6,6,526.8,357,100.0,0
1134,305.85,74,36.8,40,0,5,404.85,317,267.4,1
1135,119.79,16,50.4,18,4,3,90.58,366,407.66,0
1136,987.68,80,22.6,232,4,7,191.21,286,362.96,1
1137,384.28,62,15.91,338,10,3,423.23,534,164.86,1
1138,407.14,62,40.12,180,11,6,253.79,422,264.27,1
1139,217.94,88,42.98,125,20,7,534.11,332,184.73,1
1140,824.04,93,51.34,90,0,4,381.51,350,247.14,1
1141,728.11,3,24.03,129,23,0,121.66,512,243.99,0
1142,714.71,31,66.38,246,7,3,759.82,507,246.61,1
1143,255.04,69,39.41,185,18,8,169.31,392,210.38,1
1144,164.18,28,22.56,93,0,4,429.21,46,219.7,0
1145,299.71,86,17.56,237,0,0,468.19,269,215.85,1
1146,77.2,80,42.28,331,1,0,239.48,434,304.79,1
1147,279.75,93,12.86,109,8,0,919.78,522,216.82,1
1148,417.29,90,19.38,69,15,7,615.0,141,386.84,1
1149,791.3,81,33.65,239,0,1,523.09,336,359.59,1
1150,843.24,70,16.62,29,16,1,269.55,193,216.84,1
1151,539.66,57,38.17,201,8,4,250.93,718,383.38,1
1152,191.23,64,13.21,86,10,3,339.74,202,500.0,1
1153,189.1,32,53.92,113,9,1,616.84,513,228.59,1
1154,484.16,37,27.33,139,0,5,391.75,98,424.46,1
1155,155.71,40,53.51,325,2,9,931.57,148,300.14,1
1156,599.34,42,18.78,16,29,0,258.98,336,102.75,0
1157,520.92,58,49.72,261,7,4,333.78,553,477.82,1
1158,454.46,94,29.44,194,4,8,530.14,447,305.98,1
1159,203.95,44,8.63,88,15,0,381.75,273,276.08,0
1160,441.93,74,65.73,272,26,4,382.55,510,421.8,1
1161,222.44,69,32.28,122,7,2,87.71,489,375.86,0
1162,297.97,25,24.74,18,30,0,352.4,282,341.67,0
1163,105.57,56,49.4,159,18,5,647.54,279,332.43,1
1164,425.35,40,12.41,34,7,0,546.4,230,100.0,0
1165,165.0,63,16.39,205,11,2,349.78,355,388.57,1
1166,661.16,65,18.3,272,2,2,436.13,201,280.81,1
1167,478.54,49,47.76,218,3,5,484.48,321,474.15,1
1168,75.33,34,15.88,59,16,0,436.02,199,187.28,0
1169,313.33,56,7.71,12,1,3,138.8,425,190.05,0
1170,369.07,89,55.79,53,1,0,448.06,599,500.0,1
1171,598.01,66,52.85,279,8,3,776.42,715,399.95,2
1172,775.2,5,44.82,47,0,4,250.66,155,313.22,1
1173,167.14,61,40.32,105,7,4,81.77,159,341.56,0
1174,466.4,69,70.0,231,9,2,234.24,426,500.0,1
1175,335.04,76,16.87,79,0,3,390.81,77,500.0,1
1176,381.63,62,34.67,148,0,6,203.41,193,185.67,1
1177,324.42,37,12.43,109,6,2,120.58,394,104.88,0
1178,343.79,95,24.81,199,2,3,229.57,667,184.75,1
1179,653.11,55,40.07,326,10,7,727.15,236,397.86,1
1180,906.72,119,56.46,237,0,8,343.34,722,309.33,2
1181,58.94,1,22.44,40,12,0,125.83,243,406.35,0
1182,718.02,67,25.36,66,2,3,618.16,370,456.83,1
1183,351.07,92,17.89,268,7,5,468.32,154,213.81,1
1184,427.65,47,5.41,185,8,1,430.75,198,202.37,0
1185,834.71,96,41.67,189,0,3,376.24,383,116.7,1
1186,250.1,60,28.32,181,9,8,475.43,394,216.23,1
1187,144.93,51,20.73,119,6,3,188.9,79,460.88,0
1188,747.63,1,4.28,144,8,3,317.21,188,166.11,0
1189,97.07,20,31.96,97,13,2,479.59,181,250.63,1
1190,5.51,1,0.1,60,21,2,410.64,512,376.16,0
1191,301.99,93,14.6,111,8,8,233.7,568,500.0,1
1192,273.49,45,32.06,212,1,3,49.25,379,116.67,0
1193,374.66,75,22.64,342,6,6,346.09,324,102.09,1
1194,142.36,64,32.2,103,16,4,254.96,421,237.05,0
1195,302.36,30,0.74,162,5,5,751.91,501,288.25,1
1196,615.97,49,43.11,335,0,4,416.33,436,500.0,2
1197,987.68,53,31.9,305,9,7,998.74,465,373.2,2
1198,331.45,42,47.83,273,0,3,999.0,428,463.14,1
1199,375.54,1,11.33,127,0,1,168.11,61,393.72,0
1200,551.93,85,48.23,0,15,6,586.47,216,442.63,1
1201,416.37,75,26.63,0,26,5,189.14,330,154.82,0
1202,179.64,9,16.59,212,24,3,189.94,133,281.92,0
1203,550.21,60,31.27,76,25,5,476.95,325,100.0,0
1204,583.25,93,43.6,211,13,0,715.75,425,245.37,1
1205,388.99,21,17.52,0,13,4,747.07,370,313.51,1
1206,336.14,60,30.55,59,0,8,698.73,518,276.87,1
1207,206.97,20,45.21,281,0,3,339.53,206,256.29,0
1208,296.88,59,44.06,151,14,2,242.06,135,390.71,0
1209,457.34,79,55.55,230,0,9,854.16,589,271.99,2
1210,287.45,15,35.2,107,11,2,347.09,0,194.52,0
1211,540.57,120,17.91,122,6,0,463.45,353,239.84,1
1212,239.15,26,11.0,140,12,3,195.44,355,271.75,0
1213,876.06,53,34.06,187,9,5,472.44,79,198.15,1
1214,560.89,25,36.31,78,16,8,285.74,446,100.0,1
1215,247.86,88,7.19,0,4,2,394.27,306,386.68,0
1216,142.9,39,8.82,90,17,2,382.29,208,312.55,0
1217,287.47,26,33.36,0,4,8,188.88,459,280.81,1
1218,443.5,41,48.49,130,4,3,224.98,151,124.64,1
1219,371.09,37,21.28,0,6,2,116.25,160,297.13,0
1220,851.27,112,54.73,271,8,9,717.68,410,411.9,2
1221,244.11,23,46.06,93,7,0,358.46,179,265.33,0
1222,286.33,75,26.66,22,6,3,397.08,121,172.04,0
1223,259.25,63,26.86,137,14,0,208.45,238,384.82,1
1224,432.85,53,4.65,34,21,3,310.53,458,221.08,0
1225,851.42,52,25.73,79,9,0,267.02,400,230.62,1
1226,217.99,38,26.11,67,5,2,478.77,295,234.54,0
1227,783.37,56,54.49,283,13,0,177.7,158,131.5,0
1228,744.58,66,70.0,116,0,1,930.42,458,500.0,2
1229,346.81,2,10.75,16,15,2,188.94,39,182.84,0
1230,319.96,57,53.83,287,8,2,240.08,336,243.68,1
1231,86.56,30,23.5,75,9,7,144.24,281,187.74,0
1232,416.68,18,44.15,88,13,5,426.75,344,105.56,0
1233,53.01,1,4.22,0,8,2,478.09,26,346.39,0
1234,351.63,49,56.08,223,0,6,608.8,430,100.0,1
1235,247.7,66,11.35,224,9,0,94.22,110,100.0,0
1236,205.91,19,24.33,55,0,3,281.39,286,214.93,1
1237,788.93,66,43.53,335,4,4,297.32,418,500.0,1
1238,887.08,120,25.84,98,0,2,999.0,619,404.0,2
1239,188.59,1,51.42,53,27,4,420.0,24,154.26,0
1240,198.8,32,64.46,309,0,10,251.82,404,205.94,1
1241,406.56,93,42.59,89,17,6,653.85,269,341.73,1
1242,194.1,36,70.0,132,2,2,677.0,661,265.3,1
1243,223.31,54,46.06,213,0,2,746.01,196,440.74,1
1244,194.81,52,34.79,161,0,9,277.94,216,207.31,1
1245,564.14,32,12.01,194,8,3,569.36,394,500.0,1
1246,197.4,87,27.54,68,21,2,31.49,42,356.6,0
1247,136.45,3,29.87,98,21,0,216.38,458,250.56,0
1248,752.6,9,57.85,148,1,7,490.77,287,354.63,1
1249,933.85,33,70.0,291,12,8,232.61,310,102.75,1
1250,728.63,120,36.04,249,8,5,796.08,304,307.21,1
1251,842.99,73,17.35,2,6,6,525.33,271,500.0,1
1252,222.08,39,12.57,0,10,0,291.16,155,145.46,0
1253,178.99,84,10.6,84,24,2,71.22,104,330.66,0
1254,620.47,98,19.46,34,17,1,497.4,620,319.9,1
1255,239.54,1,16.18,53,14,5,111.64,21,219.81,0
1256,378.45,93,45.07,139,12,4,203.4,22,150.6,0
1257,271.36,99,13.14,44,0,5,250.8,369,347.5,1
1258,163.95,4,41.39,158,30,0,41.39,225,393.33,0
1259,297.67,83,70.0,240,7,5,658.28,553,232.27,1
1260,457.78,45,24.92,106,7,4,363.94,426,189.93,0
1261,497.27,48,65.28,182,15,0,469.15,260,274.3,1
1262,374.49,27,33.14,86,3,0,385.13,133,100.0,0
1263,245.65,82,20.24,154,6,1,456.33,496,491.09,1
1264,97.91,33,24.8,103,0,0,481.47,445,167.48,0
1265,106.14,26,6.51,89,9,0,534.26,275,165.17,0
1266,85.52,1,7.44,237,30,0,384.53,283,128.31,0
1267,413.57,87,70.0,128,7,2,464.84,555,299.43,1
1268,490.54,70,36.14,121,0,7,396.02,528,117.31,1
1269,171.75,50,14.05,97,25,1,303.16,178,167.19,0
1270,691.37,30,67.29,124,9,7,371.63,273,377.59,1
1271,417.89,29,13.34,175,9,0,426.91,421,270.2,1
1272,561.81,88,24.98,0,8,1,743.05,226,256.13,1
1273,224.5,85,30.89,29,20,2,293.21,256,122.15,0
1274,378.7,72,14.06,68,3,1,892.06,308,469.12,1
1275,227.73,78,48.89,144,4,0,314.5,526,197.81,0
1276,65.13,46,8.23,33,0,5,276.82,290,100.0,0
1277,987.68,70,15.33,393,0,5,743.94,523,286.09,2
1278,128.33,17,37.51,172,11,2,116.08,272,259.02,0
1279,754.62,52,22.97,247,10,5,174.75,575,161.16,1
1280,472.19,20,38.09,309,0,9,783.85,417,385.77,1
1281,268.57,31,42.71,84,5,5,413.63,301,500.0,1
1282,789.68,51,45.8,186,12,2,470.12,546,343.22,1
1283,294.11,34,24.5,61,21,2,34.35,220,137.23,0
1284,380.63,27,6.4,141,28,0,347.04,5,100.0,0
1285,125.92,108,12.83,162,0,2,618.7,321,258.71,1
1286,155.85,43,38.04,63,3,6,75.99,231,114.05,0
1287,551.83,65,47.97,208,17,6,92.27,447,122.5,0
1288,186.14,58,24.14,67,11,4,257.98,116,201.07,0
1289,88.71,1,23.0,71,15,0,94.98,49,151.21,0
1290,251.51,61,32.48,39,13,7,346.81,311,361.0,0
1291,334.69,51,45.43,224,0,4,129.48,48,378.02,0
1292,767.14,114,39.75,41,5,7,319.01,388,467.08,1
1293,463.14,69,59.3,64,23,2,670.72,377,110.01,1
1294,289.44,63,21.85,291,5,1,544.76,353,236.26,1
1295,144.91,32,8.32,229,20,2,178.8,345,239.43,0
1296,231.39,1,22.6,169,9,2,169.09,219,100.0,0
1297,69.03,51,36.88,120,16,3,250.01,412,243.47,0
1298,448.91,69,67.22,131,10,4,658.92,517,164.04,1
1299,223.1,97,24.7,283,17,8,510.95,456,173.21,1
1300,539.8,23,49.07,109,23,3,171.69,498,121.32,0
1301,291.02,78,38.44,188,12,5,498.59,235,221.28,1
1302,260.43,39,33.65,127,2,2,62.75,374,277.67,0
1303,403.02,20,51.34,194,8,8,618.05,268,500.0,1
1304,622.96,79,33.04,146,6,7,256.05,381,291.79,1
1305,251.41,44,34.12,17,14,1,192.26,525,219.26,1
1306,575.25,38,32.73,219,5,0,165.9,372,331.98,1
1307,155.63,57,62.9,376,6,1,542.55,390,184.65,1
1308,65.76,73,0.0,0,30,1,477.87,369,119.46,0
1309,489.34,111,19.58,298,3,4,811.19,519,118.51,1
1310,442.51,67,27.1,147,22,4,123.8,98,100.0,0
1311,395.19,40,46.67,102,5,2,338.09,507,148.39,1
1312,655.92,45,44.05,216,3,4,460.1,341,500.0,1
1313,173.02,119,70.0,140,6,3,635.82,235,213.06,1
1314,372.98,107,32.45,150,17,5,685.97,271,500.0,1
1315,38.91,27,59.5,167,4,0,238.97,450,236.29,1
1316,987.68,69,43.39,360,0,3,933.29,413,203.72,1
1317,74.08,26,48.23,197,9,7,399.56,329,206.94,1
1318,92.64,58,34.65,146,0,0,334.88,365,244.18,0
1319,518.82,13,28.85,226,11,4,470.23,377,150.91,0
1320,163.63,32,33.75,27,17,0,139.98,179,146.64,0
1321,137.98,1,22.08,25,18,6,51.43,412,126.32,0
1322,86.67,93,35.56,0,10,7,311.43,371,313.84,1
1323,275.53,22,12.69,171,0,0,199.55,320,273.94,0
1324,896.97,106,70.0,392,0,7,435.54,363,498.49,2
1325,442.9,57,35.9,60,24,0,204.67,294,254.57,0
1326,103.67,23,20.81,166,9,0,549.55,380,500.0,0
1327,469.12,40,23.87,136,0,5,229.06,427,407.23,1
1328,254.7,69,70.0,151,1,0,633.39,597,500.0,1
1329,689.98,38,11.13,70,5,0,456.37,514,410.78,1
1330,248.47,82,42.81,209,2,4,177.16,303,268.04,1
1331,142.23,68,20.76,81,10,3,239.22,305,104.19,1
1332,425.66,63,9.71,176,5,1,120.08,165,379.1,0
1333,614.19,69,41.12,332,0,2,90.23,612,210.6,2
1334,984.4,60,70.0,206,1,3,999.0,412,493.57,2
1335,505.01,60,25.99,301,0,0,622.54,471,190.51,1
1336,275.81,51,13.79,161,27,0,183.84,227,133.64,0
1337,440.76,43,3.23,164,0,3,344.2,428,313.55,1
1338,409.24,1,17.38,125,26,3,285.83,232,100.0,0
1339,113.93,39,14.54,143,25,5,441.27,424,184.41,0
1340,130.15,1,5.89,123,8,0,218.04,452,116.06,0
1341,688.82,120,66.58,259,6,8,949.98,491,500.0,1
1342,941.29,120,15.99,28,17,5,778.74,667,426.65,1
1343,555.75,29,51.22,0,3,4,152.15,765,214.18,1
1344,253.53,51,70.0,63,13,6,440.24,591,192.95,1
1345,320.78,54,14.99,94,24,4,117.82,302,141.06,0
1346,332.79,23,4.13,34,0,0,291.15,431,129.07,0
1347,385.77,56,35.97,165,16,3,58.51,524,165.03,0
1348,686.68,118,32.62,182,11,2,865.91,662,286.18,2
1349,375.5,48,10.49,191,12,4,193.37,542,175.91,0
1350,596.28,100,22.26,141,10,8,367.85,376,323.72,1
1351,718.99,74,22.93,200,9,4,587.04,423,260.26,1
1352,120.6,43,36.46,126,23,2,567.99,83,143.36,0
1353,174.95,33,41.67,41,4,6,599.17,430,204.86,1
1354,577.81,85,45.22,188,5,0,344.82,521,198.05,1
1355,394.2,46,14.25,82,14,5,742.59,341,408.97,1
1356,699.56,110,24.35,175,9,1,758.75,311,284.78,1
1357,464.93,1,39.73,49,7,0,111.3,407,157.58,0
1358,236.25,57,34.14,0,14,5,373.26,78,139.26,0
1359,314.28,43,26.13,344,4,2,688.7,465,312.36,1
1360,987.68,86,62.56,327,5,5,570.39,298,351.28,1
1361,152.98,43,56.14,108,5,2,198.22,158,264.76,0
1362,413.68,75,43.71,66,7,6,434.62,503,296.92,1
1363,393.43,62,44.46,27,10,4,484.01,328,159.2,1
1364,476.0,27,23.73,130,0,0,401.74,145,342.92,1
1365,301.72,53,13.08,105,25,0,392.59,368,411.05,0
1366,295.11,87,21.79,135,0,4,404.79,284,464.56,1
1367,634.78,89,37.2,272,0,1,396.39,372,190.05,1
1368,256.15,40,22.79,0,12,0,625.6,242,203.83,0
1369,232.96,16,8.89,142,12,6,431.22,219,183.58,0
1370,637.75,88,26.32,262,3,9,538.32,770,374.69,2
1371,353.03,1,14.99,88,24,0,439.19,181,145.18,0
1372,229.59,88,33.14,266,9,3,547.37,97,375.15,1
1373,514.87,80,42.06,100,0,7,627.82,446,500.0,1
1374,124.23,5,24.68,92,9,0,21.81,162,202.93,0
1375,311.63,66,29.89,184,17,1,634.06,349,366.26,1
