,attrition,age,income,overtime
2412,1,32,3073,0
2413,1,57,3864,1
2414,1,33,3884,0
2415,0,55,5733,1
2416,1,51,2396,1
2417,0,38,6564,1
2418,1,56,4430,0
2419,1,34,2820,0
2420,0,54,6716,1
2421,0,32,5827,1
2422,0,56,4387,0
2423,1,33,3213,1
2424,1,51,3684,1
2425,1,58,2387,1
2426,0,44,6504,1
2427,0,45,6003,0
2428,0,51,4421,0
2429,0,39,5848,1
2430,1,29,4337,1
2431,1,44,3109,1
2432,0,50,6779,0
2433,1,26,2671,1
2434,1,25,2398,1
2435,1,26,4427,0
2436,0,31,5449,1
2437,1,27,2221,0
2438,1,28,5537,0
2439,1,56,2302,0
2440,1,46,3230,0
2441,1,55,4062,0
2442,0,30,5930,0
2443,0,41,6821,0
2444,1,26,4235,1
2445,1,43,4320,1
2446,0,39,5319,1
2447,0,47,6186,1
2448,1,55,3632,1
2449,1,49,2717,0
2450,1,30,2765,1
2451,1,41,2517,0
2452,1,42,2619,0
2453,0,54,6614,1
2454,1,47,2178,0
2455,1,36,3766,1
2456,0,45,5404,1
2457,1,59,2115,1
2458,1,35,4325,0
2459,0,34,6262,0
2460,1,38,3295,1
2461,0,52,6258,0
2462,1,34,4656,0
2463,0,41,6492,0
2464,1,56,3238,0
2465,1,38,3266,0
2466,0,54,5928,1
2467,0,55,6643,0
2468,1,35,5048,1
2469,0,49,6826,0
2470,1,57,6414,0
2471,1,58,2913,1
2472,0,47,4934,0
2473,0,33,6485,0
2474,0,26,6138,0
2475,1,43,4808,0
2476,0,59,5471,1
2477,0,37,5265,1
2478,0,52,6191,0
2479,0,36,5872,1
2480,1,37,3930,0
2481,1,27,4848,0
2482,1,44,3342,1
2483,0,35,5037,1
2484,0,37,5305,1
2485,0,40,5342,1
2486,1,39,3330,0
2487,0,56,4098,1
2488,1,36,6260,1
2489,1,47,2398,0
2490,0,57,5812,0
2491,0,35,5108,1
2492,1,44,3905,0
2493,1,57,2017,0
2494,1,45,2128,0
2495,0,48,6163,1
2496,0,53,5539,1
2497,0,39,6126,1
2498,1,47,6146,1
2499,1,28,3632,1
2500,1,44,4315,1
2501,0,40,5726,0
2502,0,41,3675,1
2503,1,49,3913,0
2504,1,59,5774,0
2505,0,31,4728,1
2506,1,38,5119,0
2507,0,42,5017,0
2508,1,57,3164,0
2509,1,33,2873,1
2510,1,39,5468,1
2511,1,53,4381,1
2512,1,28,2837,0
2513,1,29,2700,1
2514,0,38,6730,1
2515,0,52,5397,0
2516,1,34,3172,0
2517,1,58,4790,1
2518,0,50,6013,0
2519,0,36,6817,1
2520,1,44,5190,1
2521,0,35,5837,0
2522,1,32,2502,1
2523,1,47,2890,0
2524,1,38,5829,1
2525,1,33,2159,0
2526,1,26,4499,0
2527,1,55,3698,1
2528,1,58,3942,1
2529,1,37,2479,1
2530,0,34,5703,0
2531,1,34,6295,0
2532,0,53,5541,0
2533,0,31,6939,0
2534,1,58,2273,0
2535,1,30,2435,0
2536,0,35,5933,1
2537,1,59,6267,1
2538,0,48,6158,0
2539,1,38,2411,0
2540,1,51,3713,1
2541,0,30,6229,0
2542,1,39,4653,1
2543,0,39,2963,1
2544,1,38,3333,1
2545,1,51,3887,0
2546,0,27,3716,0
2547,1,50,6681,1
2548,1,39,3174,0
2549,0,59,5966,1
2550,1,46,3410,1
2551,1,47,6608,1
2552,1,41,5050,1
2553,1,39,6341,0
2554,0,42,6897,0
2555,1,38,4731,0
2556,1,47,3504,1
2557,0,45,6881,1
2558,1,54,3040,1
2559,1,31,6011,0
2560,0,57,3250,1
2561,1,51,2213,0
2562,1,54,4748,0
2563,1,26,4025,0
2564,1,46,5575,1
2565,0,39,6806,1
2566,0,44,6629,0
2567,0,55,5416,0
2568,1,56,2167,0
2569,1,50,2825,1
2570,1,52,3714,0
2571,1,36,5350,0
2572,1,38,2252,0
2573,1,32,4663,0
2574,1,55,2761,1
2575,0,55,6294,1
2576,1,25,4945,1
2577,1,28,2150,0
2578,1,40,2242,1
2579,1,40,3864,0
2580,1,25,3435,0
2581,1,41,3130,1
2582,0,57,5225,1
2583,1,45,4789,0
2584,1,36,2938,1
2585,0,52,5156,0
2586,0,55,5914,0
2587,1,28,4425,0
2588,0,48,6124,0
2589,0,30,4209,1
2590,0,33,5472,1
2591,1,27,2493,1
2592,1,49,3275,1
2593,0,27,6382,0
2594,1,57,4012,0
2595,1,37,3664,1
2596,1,43,2749,0
2597,1,50,2663,0
2598,1,43,4546,0
2599,0,55,6138,0
2600,0,25,6414,0
2601,1,43,2350,1
2602,1,48,3782,1
2603,1,27,2553,0
2604,1,46,6065,1
2605,0,59,5965,1
2606,1,39,5542,1
2607,1,47,5984,1
2608,1,28,4365,1
2609,0,53,4470,0
2610,0,52,4883,1
2611,0,48,6947,1
2612,1,39,2229,0
2613,0,54,6107,0
2614,1,29,6582,1
2615,1,50,3189,1
2616,1,41,5646,1
2617,1,38,3822,1
2618,0,50,5933,1
2619,1,51,3654,1
2620,1,56,4625,0
2621,0,31,6613,1
2622,1,29,5456,0
2623,0,29,5906,1
2624,1,32,3269,0
2625,1,37,2143,0
2626,1,39,4965,1
2627,1,59,2809,0
2628,0,52,3503,0
2629,1,53,3563,0
2630,1,45,4876,0
2631,1,48,4061,1
2632,1,25,3483,0
2633,1,36,3271,1
2634,0,45,6580,0
2635,1,56,2559,0
2636,1,50,3148,1
2637,0,54,6625,0
2638,1,57,3410,0
2639,0,36,6464,1
2640,1,25,2192,1
2641,0,59,5768,0
2642,0,28,5743,0
2643,1,56,2260,1
2644,0,47,4913,0
2645,1,33,3916,1
2646,0,59,6206,1
2647,0,41,4267,0
2648,1,49,2214,0
2649,0,38,5944,1
2650,1,54,5982,1
2651,1,48,4585,0
2652,1,26,2741,1
2653,0,43,4050,0
2654,0,42,5125,1
2655,1,33,2640,1
2656,0,30,4164,0
2657,1,54,5466,0
2658,1,48,3526,0
2659,1,48,5265,1
2660,1,47,4324,0
2661,1,34,4740,0
2662,1,29,4996,0
2663,0,51,6691,1
2664,1,42,2212,1
2665,0,44,5491,0
2666,0,30,6139,0
2667,1,55,2760,0
2668,0,28,4211,0
2669,0,58,5938,0
2670,0,46,4953,0
2671,1,47,3108,1
2672,0,37,6391,1
2673,1,31,2361,0
2674,1,43,5994,1
2675,1,48,3391,1
2676,1,30,4371,0
2677,1,36,4796,1
2678,1,25,2286,0
2679,1,48,4853,1
2680,1,50,3528,0
2681,1,47,2441,1
2682,0,46,5882,1
2683,1,57,2818,0
2684,1,48,3225,1
2685,1,26,2414,1
2686,1,38,3975,0
2687,0,47,5643,0
2688,1,37,3261,1
2689,0,45,6269,1
2690,1,58,4305,1
2691,0,54,4755,0
2692,0,35,5104,1
2693,0,32,6121,0
2694,0,32,4950,1
2695,0,28,4367,1
2696,0,56,6368,1
2697,1,51,3200,0
2698,1,29,3282,1
2699,1,48,3340,1
2700,1,43,3927,1
2701,0,30,5025,1
2702,1,44,2451,0
2703,1,59,2832,1
2704,1,36,4340,1
2705,1,37,3067,1
2706,1,36,4102,0
2707,0,33,6826,1
2708,1,52,2380,1
2709,1,47,3352,1
2710,0,27,6997,1
2711,0,46,6726,0
2712,1,31,3337,1
2713,1,35,2777,0
2714,0,54,6486,1
2715,1,30,5857,1
2716,0,57,3814,1
2717,1,58,2046,1
2718,0,29,4506,1
2719,0,28,5347,1
2720,1,27,2059,1
2721,1,45,6819,1
2722,1,46,3480,1
2723,0,59,4477,0
2724,0,53,6793,0
2725,1,48,5884,1
2726,1,37,2114,1
2727,1,56,3901,0
2728,0,47,5952,1
2729,1,50,3890,0
2730,1,59,2673,1
2731,1,57,4403,1
2732,1,46,2528,0
2733,1,49,4273,0
2734,0,53,6097,1
2735,1,27,2146,0
2736,0,29,6117,0
2737,1,44,3375,1
2738,1,57,3219,0
2739,0,52,6049,1
2740,1,58,3113,0
2741,1,32,2223,0
2742,1,37,2900,1
2743,0,26,6008,1
2744,1,45,2852,0
2745,1,56,2486,1
2746,1,57,3570,0
2747,1,51,3129,0
2748,1,59,2334,1
2749,1,47,2505,0
2750,0,53,6646,1
2751,1,49,4574,1
2752,0,56,4904,0
2753,1,30,2518,1
2754,0,45,6529,0
2755,1,53,3024,0
2756,0,38,3659,0
2757,0,51,5772,0
2758,1,56,3516,1
2759,1,53,5608,1
2760,1,57,5680,1
2761,0,38,6965,1
2762,0,44,6748,1
2763,0,40,6401,1
2764,1,47,2624,1
2765,1,36,4309,1
2766,1,49,2931,0
2767,1,56,3910,0
2768,0,25,6414,0
2769,1,25,4361,0
2770,1,58,3377,1
2771,0,31,4983,1
2772,1,40,4517,1
2773,1,37,5544,1
2774,0,47,5714,1
2775,0,56,6967,0
2776,0,54,6689,1
2777,0,27,3872,0
2778,1,31,3423,1
2779,0,29,5537,0
2780,1,34,3430,0
2781,1,32,2332,0
2782,1,45,2277,1
2783,1,54,5504,0
2784,0,36,4047,0
2785,0,35,6534,0
2786,1,59,3317,1
2787,0,35,5468,0
2788,0,25,2906,0
2789,0,52,6578,0
2790,0,29,5681,1
2791,1,25,4296,0
2792,1,26,4032,1
2793,1,30,3075,1
2794,0,52,6872,0
2795,0,39,6287,1
2796,0,32,5916,0
2797,0,35,5615,0
2798,1,51,3764,1
2799,0,36,4463,1
2800,0,57,4796,1
2801,0,40,6245,1
2802,0,38,6435,0
2803,0,30,3179,0
2804,0,55,6411,0
2805,0,31,6786,0
2806,0,51,4728,1
2807,1,40,2768,1
2808,1,40,2968,1
2809,0,31,6854,1
2810,0,49,5058,1
2811,1,53,4196,1
2812,1,37,5065,0
2813,1,26,6373,0
2814,1,47,4840,1
2815,1,52,2145,1
2816,0,38,5592,1
2817,0,54,4779,1
2818,1,35,3384,0
2819,1,42,4079,0
2820,1,58,3587,0
2821,1,49,3683,1
2822,0,46,4778,0
2823,0,34,6165,0
2824,0,59,6801,1
2825,1,30,2263,0
2826,0,59,6269,0
2827,1,39,3634,1
2828,0,51,6127,0
2829,1,58,2096,1
2830,1,36,2005,0
2831,1,58,5360,0
2832,0,48,5795,0
2833,1,25,3664,0
2834,0,57,5038,1
2835,0,31,5792,1
2836,0,36,4432,0
2837,0,44,3970,0
2838,1,47,3700,1
2839,1,52,2623,1
2840,0,42,4277,1
2841,1,52,3485,1
2842,0,41,5944,0
2843,1,44,2452,1
2844,1,45,4911,0
2845,1,32,3529,1
2846,1,44,2132,1
2847,0,27,4093,1
2848,1,59,2171,0
2849,1,54,5727,0
2850,0,26,4943,1
2851,0,36,6061,1
2852,1,43,3865,0
2853,0,53,6584,1
2854,0,56,6690,0
2855,1,52,4688,1
2856,0,47,4684,0
2857,1,27,3781,1
2858,1,54,5533,0
2859,0,57,5486,1
2860,1,35,4599,1
2861,1,27,4003,1
2862,1,45,2756,1
2863,1,30,4027,1
2864,1,29,3157,1
2865,0,55,5876,1
2866,1,30,2427,0
2867,0,44,6859,0
2868,0,40,5783,0
2869,1,46,3631,0
2870,1,32,5279,0
2871,1,48,4035,0
2872,1,46,2226,1
2873,0,40,3621,0
2874,0,54,4935,0
2875,1,43,3628,0
2876,1,46,4589,0
2877,0,29,5484,1
2878,0,35,5993,1
2879,1,47,6096,0
2880,1,55,3425,1
2881,1,54,2976,0
2882,1,44,2245,1
2883,0,49,4348,1
2884,0,59,5221,0
2885,0,52,4890,0
2886,1,46,4978,0
2887,1,45,4088,1
2888,0,38,6283,0
2889,0,48,5556,1
2890,0,41,5437,0
2891,0,54,5793,0
2892,1,50,3029,0
2893,1,42,5819,1
2894,1,51,4162,0
2895,1,42,3431,0
2896,1,27,2763,1
2897,0,43,6461,1
2898,1,49,3984,0
2899,1,49,4967,1
2900,1,55,2523,0
2901,1,44,5975,0
2902,1,43,4368,0
2903,1,55,3334,0
2904,1,45,3798,0
2905,0,34,3455,1
2906,1,37,3071,1
2907,0,39,6399,0
2908,0,56,6039,0
2909,1,55,2422,1
2910,0,50,4224,0
2911,0,25,5064,0
2912,0,53,6396,0
2913,1,29,2630,0
2914,1,27,4919,0
2915,0,30,5855,1
2916,1,33,3780,1
2917,0,26,6784,0
2918,1,55,3440,0
2919,1,33,4152,1
2920,0,55,6619,0
2921,1,57,2569,1
2922,1,31,4739,0
2923,1,52,4147,0
2924,1,31,2692,1
2925,1,27,3584,1
2926,1,58,3649,0
2927,1,42,4923,0
2928,1,40,2148,1
2929,0,34,6406,0
2930,1,27,4615,0
2931,1,56,5114,1
2932,0,58,5325,1
2933,1,58,2339,0
2934,0,40,6221,0
2935,1,32,3309,1
2936,0,50,5745,0
2937,1,54,3419,0
2938,0,41,6411,0
2939,1,52,3745,0
2940,1,45,2376,0
2941,0,43,5318,1
2942,1,37,4390,1
2943,0,50,5058,0
2944,0,43,6354,0
2945,0,55,6398,1
2946,1,59,2345,0
2947,0,34,6688,1
2948,0,46,4391,0
2949,1,42,3347,1
2950,1,31,3909,1
2951,0,43,6698,1
2952,0,56,4761,1
2953,0,34,6594,1
2954,1,49,4367,1
2955,0,48,5847,1
2956,0,49,5262,1
2957,0,40,5630,0
2958,0,51,2943,1
2959,1,38,2935,0
2960,1,31,2158,1
2961,1,32,4571,1
2962,0,54,5644,1
2963,1,53,2517,1
2964,1,35,3944,1
2965,1,57,4912,1
2966,0,53,2944,0
2967,0,35,4488,0
2968,0,51,4789,0
2969,1,36,2080,1
2970,0,59,5604,1
2971,1,59,3106,1
2972,0,45,6715,1
2973,0,42,6870,1
2974,1,34,4948,1
2975,0,47,5763,0
2976,1,57,4687,1
2977,0,53,6666,0
2978,1,56,3042,1
2979,1,54,2613,1
2980,0,47,5245,0
2981,1,57,5847,1
2982,1,32,4080,1
2983,0,30,6771,1
2984,1,59,4439,1
2985,1,30,4139,0
2986,0,27,6862,1
2987,1,58,3774,1
2988,0,27,6258,1
2989,0,41,6232,1
2990,0,38,6539,1
2991,0,40,6518,1
2992,0,54,5945,1
2993,1,40,3609,1
2994,0,57,5461,0
2995,1,57,4054,0
2996,1,41,4518,0
2997,0,31,5917,1
2998,0,35,6392,0
2999,1,40,2794,0
3000,0,43,6175,1
3001,1,37,3080,1
3002,0,26,6962,1
3003,0,34,6336,0
3004,1,31,4152,0
3005,1,58,4472,1
3006,1,54,3462,1
3007,1,37,2613,1
3008,1,44,2060,1
3009,1,31,4010,0
3010,0,28,4606,1
3011,0,48,4088,0
3012,0,35,6064,1
3013,1,40,2536,0
3014,1,35,5186,1
3015,1,52,6112,0
3016,1,53,2967,1
3017,1,32,3520,1
3018,1,25,3424,0
3019,1,50,3517,0
3020,1,30,3229,0
3021,0,39,5803,1
3022,0,43,6792,0
3023,1,56,2835,1
3024,1,59,2264,1
3025,1,35,4650,0
3026,1,26,3398,1
3027,1,33,5796,1
3028,0,49,5951,1
3029,1,39,2997,1
3030,0,49,6856,1
3031,1,51,3440,1
3032,1,31,4177,1
3033,0,53,6108,1
3034,0,43,6588,1
3035,1,38,5604,0
3036,1,50,4248,1
3037,0,48,5714,1
3038,0,47,5091,1
3039,1,36,3280,1
3040,0,37,6818,1
3041,1,33,3936,0
3042,1,28,2358,1
3043,1,51,2340,0
3044,1,36,3596,0
3045,1,45,2308,1
3046,1,31,5269,1
3047,1,50,3197,0
3048,1,42,2269,1
3049,0,55,6927,0
3050,1,35,3289,1
3051,1,31,2275,1
3052,1,35,6480,0
3053,0,51,6345,0
3054,1,40,2668,1
3055,0,29,6762,1
3056,1,39,2668,0
3057,1,59,4610,1
3058,0,25,5906,1
3059,0,33,6190,0
3060,1,34,3434,0
3061,0,28,4877,1
3062,0,31,6850,0
3063,1,40,3044,1
3064,1,42,5017,0
3065,1,42,2463,1
3066,1,56,2092,1
3067,0,33,5906,1
3068,1,59,2895,0
3069,0,38,5895,0
3070,0,52,6336,0
3071,1,38,3751,0
3072,1,32,4835,0
3073,1,41,3743,1
3074,0,40,6587,0
3075,1,55,3821,1
3076,0,45,6753,1
3077,1,43,3636,0
3078,1,40,2425,0
3079,1,30,4813,1
3080,1,47,6315,0
3081,1,25,4060,0
3082,0,37,5576,0
3083,1,44,3534,0
3084,0,37,6085,0
3085,1,31,2754,0
3086,0,52,6581,0
3087,0,53,5517,0
3088,1,53,4742,0
3089,0,45,6430,1
3090,1,39,3534,0
3091,1,47,3861,0
3092,1,30,5508,1
3093,0,56,6388,0
3094,1,29,4239,1
3095,0,49,5819,1
3096,1,48,3299,0
3097,0,55,5602,0
3098,0,31,3236,1
3099,0,28,6289,0
3100,1,53,4105,1
3101,0,36,4969,1
3102,1,27,2377,1
3103,0,25,4760,1
3104,1,34,2148,1
3105,1,50,3325,1
3106,0,27,4945,1
3107,1,56,2979,0
3108,0,41,6819,0
3109,1,58,6163,1
3110,0,26,5904,1
3111,1,32,3536,0
3112,1,40,4565,0
3113,0,52,5685,0
3114,1,42,2751,0
3115,1,39,3177,0
3116,0,51,4556,1
3117,1,38,2978,0
3118,1,26,2956,1
3119,0,57,5148,0
3120,1,55,4816,0
3121,1,59,3328,1
3122,1,39,3124,1
3123,0,37,5266,0
3124,1,44,2834,1
3125,0,51,6785,0
3126,1,31,4965,1
3127,1,48,5480,1
3128,1,25,3400,1
3129,1,48,3770,0
3130,1,28,3852,0
3131,1,45,6893,0
3132,1,34,3086,0
3133,1,57,3317,0
3134,0,51,6539,1
3135,0,25,2900,0
3136,0,42,3667,0
3137,0,45,6021,0
3138,0,31,6517,0
3139,1,42,3296,1
3140,1,31,3339,0
3141,0,49,3050,0
3142,1,27,6315,1
3143,1,33,3591,0
3144,1,53,3493,0
3145,0,39,5377,0
3146,0,46,6095,1
3147,0,25,5839,0
3148,1,48,3295,0
3149,0,57,6887,1
3150,1,43,5324,1
3151,0,41,4838,1
3152,0,40,6669,0
3153,1,55,4242,0
3154,1,58,2119,0
3155,1,45,2440,0
3156,0,28,5582,0
3157,0,52,6600,0
3158,0,28,6715,1
3159,1,28,6145,0
3160,1,42,3892,1
3161,1,45,2541,1
3162,0,41,4309,0
3163,0,56,6474,0
3164,0,51,5287,1
3165,0,31,6335,0
3166,0,59,5625,1
3167,1,49,3665,1
3168,0,27,6808,0
3169,1,33,6734,0
3170,1,51,4681,1
3171,1,32,5125,1
3172,1,27,4543,0
3173,1,38,2030,0
3174,1,42,2901,1
3175,1,54,2262,1
3176,0,30,5856,1
3177,0,25,6898,0
3178,1,26,2106,1
3179,1,32,3861,1
3180,0,49,6084,0
3181,1,43,2703,0
3182,1,36,3075,0
3183,0,35,5396,0
3184,1,30,2666,1
3185,1,26,4196,0
3186,1,41,2030,0
3187,1,47,3467,0
3188,0,49,5446,1
3189,0,28,4584,0
3190,0,25,6627,0
3191,1,47,3041,1
3192,1,36,4505,0
3193,0,59,6590,0
3194,1,58,2212,1
3195,0,43,4416,0
3196,1,41,2568,1
3197,0,35,6263,0
3198,0,37,5293,1
3199,1,40,2651,1
3200,0,37,6389,1
3201,1,26,4669,0
3202,1,30,3513,0
3203,1,48,3523,0
3204,1,54,3820,1
3205,1,46,2833,1
3206,1,51,4688,0
3207,1,34,2862,1
3208,0,40,5244,1
3209,1,55,4783,1
3210,0,42,6983,0
3211,0,54,6884,0
3212,0,53,5462,0
3213,0,58,5176,0
3214,1,34,5458,1
3215,1,29,3698,1
3216,1,41,3961,0
3217,1,40,2750,1
3218,1,32,2024,0
3219,0,34,4528,1
3220,0,33,5092,1
3221,0,44,5702,1
3222,1,46,4484,0
3223,0,36,3935,0
3224,1,52,2737,1
3225,1,56,2091,1
3226,0,58,4971,1
3227,1,36,3833,1
3228,0,31,3832,1
3229,1,55,4464,1
3230,1,57,3925,0
3231,1,35,3190,0
3232,1,59,2407,1
3233,1,27,2874,1
3234,1,55,3165,0
3235,0,34,6429,0
3236,0,42,6344,1
3237,1,40,3826,1
3238,1,42,2258,0
3239,0,53,5827,0
3240,0,54,6470,0
3241,0,39,4731,1
3242,0,39,6404,1
3243,1,45,3040,0
3244,1,25,3318,0
3245,1,33,3829,1
3246,0,28,5389,0
3247,1,51,4429,0
3248,0,37,6700,1
3249,0,34,4323,1
3250,1,57,2798,1
3251,1,26,5401,0
3252,1,46,2540,0
3253,0,34,6368,1
3254,1,51,3971,1
3255,1,46,3337,0
3256,1,55,3711,1
3257,1,31,4082,0
3258,0,50,5580,1
3259,1,47,5067,0
3260,0,46,5304,0
3261,1,59,3387,0
3262,1,47,2389,1
3263,0,54,5538,1
3264,1,58,3097,1
3265,1,53,4387,1
3266,1,58,2227,1
3267,0,25,6790,1
3268,1,42,3363,0
3269,1,34,2997,1
3270,1,37,2362,1
3271,0,34,5774,0
3272,1,54,2658,0
3273,1,27,4189,1
3274,0,59,3685,1
3275,0,36,6880,1
3276,1,52,2860,0
3277,1,42,3088,1
3278,0,28,5026,0
3279,0,25,6422,0
3280,1,58,5251,0
3281,0,58,3557,0
3282,1,36,2510,0
3283,0,39,6591,1
3284,0,34,2926,0
3285,1,46,2074,0
3286,1,30,3575,1
3287,1,48,4402,0
3288,1,41,2143,1
3289,0,42,5400,1
3290,1,31,2755,1
3291,1,43,4753,0
3292,1,44,3467,1
3293,1,35,3587,0
3294,0,31,5583,0
3295,1,47,3875,0
3296,1,26,3289,1
3297,1,59,3143,0
3298,0,27,5205,1
3299,0,44,4606,0
3300,1,34,2363,1
3301,0,53,5597,1
3302,0,56,5704,1
3303,1,31,3820,0
3304,1,55,3632,1
3305,1,47,3648,0
3306,1,34,3798,0
3307,1,57,2916,1
3308,1,53,3132,1
3309,1,57,4196,1
3310,1,54,2236,1
3311,0,41,4188,1
3312,1,46,3443,1
3313,1,27,2226,1
3314,0,59,4906,0
3315,1,42,5750,0
3316,0,47,6623,1
3317,1,32,2287,0
3318,1,51,2732,1
3319,1,54,4506,1
3320,0,38,5313,0
3321,1,36,3838,0
3322,1,28,3689,1
3323,1,49,2737,1
3324,0,53,5398,0
3325,1,41,4370,0
3326,0,48,6998,1
3327,1,33,3632,1
3328,0,34,5997,0
3329,1,56,2662,1
3330,1,38,4626,1
3331,0,27,5888,0
3332,0,40,6239,1
3333,1,57,4826,1
3334,1,42,2649,1
3335,1,27,5609,0
3336,0,54,6279,1
3337,1,55,2054,0
3338,1,46,5169,0
3339,0,50,5336,1
3340,1,58,5844,0
3341,1,36,2180,1
3342,1,29,2026,0
3343,0,31,5193,0
3344,0,45,6508,1
3345,1,48,5671,1
3346,1,47,3047,1
3347,1,43,4059,1
3348,1,34,5182,1
3349,1,28,2272,0
3350,1,49,4043,0
3351,1,32,3678,1
3352,0,32,5505,0
3353,0,44,6132,1
3354,1,45,3231,1
3355,1,43,4522,1
3356,0,58,6394,1
3357,1,39,2688,1
3358,1,53,3503,0
3359,1,43,2456,0
3360,0,58,5554,0
3361,0,50,3030,0
3362,1,39,5467,1
3363,0,52,6153,0
3364,1,55,4804,1
3365,0,55,5664,0
3366,0,48,4509,1
3367,0,46,5957,0
3368,1,42,3584,1
3369,0,47,5768,0
3370,1,35,4035,0
3371,1,54,3516,0
3372,1,34,4233,0
3373,1,37,4982,1
3374,1,49,3343,0
3375,1,36,5181,0
3376,1,57,3541,1
3377,0,40,6530,1
3378,1,50,2049,0
3379,1,32,2211,0
3380,1,50,4165,1
3381,1,40,4120,0
3382,0,26,4164,1
3383,0,41,6611,0
3384,0,56,5113,0
3385,0,53,6848,1
3386,1,50,3402,1
3387,0,28,5899,1
3388,0,26,6261,0
3389,0,38,5377,0
3390,1,42,3098,1
3391,1,58,5319,1
3392,1,43,4543,1
3393,1,39,2908,0
3394,0,31,4333,0
3395,0,56,6797,0
3396,0,26,6416,0
3397,1,32,2749,1
3398,0,51,6166,0
3399,0,40,4769,0
3400,0,44,6463,0
3401,0,38,6524,0
3402,0,28,6638,1
3403,1,58,2380,0
3404,1,32,2095,1
3405,1,47,2860,0
3406,0,56,6659,0
3407,1,29,3095,0
3408,1,39,3270,1
3409,1,53,2653,0
3410,1,39,3929,0
3411,1,45,2483,1
3412,1,27,2366,1
3413,0,31,5278,1
3414,1,42,3925,1
3415,0,32,6178,0
3416,0,44,6960,1
3417,1,31,5761,1
3418,0,30,6338,0
3419,1,47,4477,0
3420,1,48,4127,1
3421,1,27,2200,0
3422,1,39,2364,0
3423,1,40,3130,1
3424,1,57,4702,1
3425,0,27,6983,1
3426,1,49,3940,0
3427,0,53,6605,0
3428,0,25,5785,0
3429,1,42,3478,1
3430,1,26,5032,1
3431,0,38,4630,1
3432,1,29,2920,1
3433,1,45,3946,1
3434,1,31,4328,0
3435,1,57,3727,1
3436,1,41,5814,0
3437,1,29,5396,1
3438,0,36,4691,1
3439,0,44,6740,0
3440,1,58,4510,1
3441,1,41,4136,1
3442,1,53,4748,0
3443,1,37,5451,1
3444,0,39,4356,1
3445,0,30,6280,0
3446,1,57,2545,1
3447,1,51,4558,1
3448,0,41,3359,0
3449,0,55,5468,1
3450,1,40,2763,0
3451,0,33,5525,1
3452,1,25,3002,0
3453,0,42,5826,1
3454,1,59,3319,1
3455,1,32,4391,1
3456,1,59,2515,0
3457,0,49,5587,1
3458,1,50,2306,0
3459,1,27,3146,0
3460,1,49,3535,0
3461,1,37,3662,0
3462,1,58,5897,0
3463,0,55,4298,1
3464,0,53,3826,0
3465,1,40,2648,0
3466,1,57,3161,0
3467,1,25,3463,1
3468,0,32,5867,0
3469,1,47,2095,1
3470,0,26,5288,0
3471,1,33,2930,1
3472,1,37,5068,1
3473,1,46,3866,1
3474,1,30,5350,1
3475,1,31,2556,0
3476,0,51,6659,1
3477,1,33,3229,1
3478,1,48,5510,0
3479,1,49,2991,0
3480,1,53,3163,0
3481,1,30,4181,0
3482,1,46,2027,0
3483,1,36,2260,0
3484,1,25,2203,1
3485,1,50,4058,0
3486,1,52,2089,0
3487,1,56,2320,0
3488,0,26,5565,0
3489,1,43,3250,0
3490,1,54,5570,0
3491,1,58,2828,1
3492,1,27,3732,0
3493,1,43,6169,1
3494,1,26,4101,1
3495,1,39,3588,0
3496,1,48,2660,1
3497,1,32,4977,1
3498,0,58,6042,0
3499,1,30,3150,1
3500,1,28,2688,0
3501,1,32,3715,1
3502,0,38,5520,0
3503,1,32,4273,1
3504,1,32,3294,0
3505,1,42,4153,0
3506,1,45,4422,0
3507,1,28,5038,0
3508,0,31,6798,0
3509,1,48,6002,1
3510,1,40,2786,1
3511,0,46,4607,1
3512,1,44,4626,1
3513,0,59,4936,1
3514,1,35,5395,0
3515,0,47,6029,0
3516,0,40,4804,0
3517,1,35,3013,1
3518,1,36,3714,1
3519,0,59,6731,1
3520,1,27,3656,0
3521,0,54,3936,0
3522,1,51,4634,1
3523,0,35,5674,1
3524,0,59,5476,0
3525,0,31,5484,0
3526,1,32,2555,1
3527,0,52,6903,0
3528,0,32,4489,1
3529,1,54,3334,0
3530,1,40,6045,0
3531,1,35,2332,0
3532,1,42,2679,1
3533,0,52,6524,0
3534,1,36,4412,0
3535,0,38,6641,1
3536,1,37,3118,0
3537,0,59,6206,1
3538,1,34,3718,1
3539,0,35,5386,0
3540,0,44,5991,1
3541,0,59,5242,1
3542,1,49,3824,0
3543,1,49,2598,0
3544,1,49,3839,0
3545,0,37,4829,1
3546,0,31,4232,1
3547,1,28,2135,0
3548,0,48,5900,0
3549,1,53,2893,1
3550,0,38,6387,1
3551,1,44,2790,0
3552,0,27,6356,1
3553,1,50,3118,0
3554,1,35,5802,0
3555,0,59,6118,1
3556,1,29,2218,0
3557,1,41,2129,0
3558,0,32,6903,0
3559,1,53,2613,1
3560,1,39,4543,0
3561,0,46,6075,1
3562,0,56,4874,1
3563,1,31,4462,1
3564,0,52,6937,1
3565,1,32,2917,0
3566,1,43,3202,0
3567,1,28,4106,1
3568,0,59,3872,0
3569,0,30,6703,0
3570,0,51,5532,0
3571,1,51,4097,0
3572,0,44,6301,1
3573,1,30,3638,0
3574,1,53,6947,1
3575,1,48,4449,1
3576,0,28,6152,0
