시도교육청,지역교육청,지역,정보공시 학교코드,학교명,학교급코드,설립구분,제외여부,제외사유,1학년 전입학생수,1학년 전출학생수,1학년 전체학생수,2학년 전입학생수,2학년 전출학생수,2학년 전체학생수,3학년 전입학생수,3학년 전출학생수,3학년 전체학생수,4학년 전입학생수,4학년 전출학생수,4학년 전체학생수,5학년 전입학생수,5학년 전출학생수,5학년 전체학생수,6학년 전입학생수,6학년 전출학생수,6학년 전체 학생수,전입학생수(계),전출학생수(계),전체학생수(계)
경기도교육청,경기도연천교육지원청,경기도 연천군,S090003437,은대초등학교,2,공립,N,,0.0,3.0,20.0,0.0,1.0,19.0,0.0,1.0,20.0,0.0,3.0,14.0,0.0,0.0,15.0,0.0,0.0,5.0,0.0,8.0,93.0
경기도교육청,경기도연천교육지원청,경기도 연천군,S090003438,전곡초등학교,2,공립,N,,6.0,4.0,117.0,4.0,12.0,146.0,12.0,12.0,141.0,10.0,11.0,161.0,7.0,9.0,155.0,6.0,8.0,137.0,45.0,56.0,857.0
경기도교육청,경기도연천교육지원청,경기도 연천군,S090003441,초성초등학교,2,공립,N,,0.0,1.0,15.0,0.0,1.0,9.0,0.0,2.0,9.0,0.0,3.0,8.0,0.0,0.0,16.0,0.0,0.0,2.0,0.0,7.0,59.0
경기도교육청,경기도연천교육지원청,경기도 연천군,S090003442,화진초등학교,2,공립,N,,3.0,3.0,15.0,5.0,0.0,17.0,1.0,1.0,17.0,2.0,2.0,17.0,0.0,1.0,31.0,1.0,0.0,18.0,12.0,7.0,115.0
경기도교육청,경기도용인교육지원청,경기도 용인시 수지구,S090003495,고기초등학교,2,공립,N,,3.0,1.0,46.0,5.0,6.0,37.0,3.0,1.0,35.0,1.0,3.0,19.0,1.0,2.0,25.0,0.0,5.0,26.0,13.0,18.0,188.0
경기도교육청,경기도용인교육지원청,경기도 용인시 처인구,S090003496,고림초등학교,2,공립,N,,10.0,9.0,156.0,13.0,12.0,155.0,19.0,11.0,151.0,13.0,13.0,156.0,8.0,9.0,176.0,4.0,7.0,164.0,67.0,61.0,958.0
경기도교육청,경기도용인교육지원청,경기도 용인시 기흥구,S090003497,관곡초등학교,2,공립,N,,1.0,1.0,20.0,2.0,3.0,22.0,1.0,3.0,31.0,2.0,2.0,23.0,1.0,2.0,25.0,1.0,2.0,17.0,8.0,13.0,138.0
경기도교육청,경기도용인교육지원청,경기도 용인시 기흥구,S090003498,구갈초등학교,2,공립,N,,3.0,4.0,72.0,2.0,5.0,82.0,4.0,6.0,72.0,0.0,8.0,74.0,3.0,6.0,82.0,3.0,4.0,72.0,15.0,33.0,454.0
경기도교육청,경기도용인교육지원청,경기도 용인시 기흥구,S090003499,구성초등학교,2,공립,N,,6.0,8.0,117.0,8.0,4.0,95.0,9.0,8.0,117.0,7.0,10.0,89.0,5.0,5.0,99.0,1.0,8.0,99.0,36.0,43.0,616.0
경기도교육청,경기도용인교육지원청,경기도 용인시 기흥구,S090003500,기흥초등학교,2,공립,N,,1.0,6.0,57.0,4.0,6.0,61.0,5.0,7.0,58.0,7.0,7.0,55.0,3.0,4.0,78.0,0.0,3.0,61.0,20.0,33.0,370.0
경기도교육청,경기도용인교육지원청,경기도 용인시 처인구,S090003501,남곡초등학교,2,공립,N,,18.0,17.0,306.0,30.0,22.0,287.0,21.0,23.0,341.0,22.0,26.0,271.0,26.0,22.0,262.0,25.0,11.0,218.0,142.0,121.0,1685.0
경기도교육청,경기도용인교육지원청,,S090003502,남사초등학교,2,공립,N,,4.0,2.0,13.0,1.0,0.0,22.0,2.0,1.0,19.0,1.0,1.0,22.0,0.0,3.0,7.0,2.0,2.0,20.0,10.0,9.0,103.0
경기도교육청,경기도용인교육지원청,경기도 용인시 처인구,S090003504,남촌초등학교,2,공립,N,,0.0,1.0,9.0,0.0,1.0,6.0,0.0,0.0,7.0,0.0,0.0,5.0,0.0,0.0,6.0,0.0,0.0,8.0,0.0,2.0,41.0
경기도교육청,경기도용인교육지원청,경기도 용인시 처인구,S090003505,능원초등학교,2,공립,N,,6.0,9.0,201.0,5.0,13.0,187.0,6.0,19.0,185.0,7.0,18.0,161.0,1.0,7.0,133.0,6.0,12.0,115.0,31.0,78.0,982.0
경기도교육청,경기도용인교육지원청,경기도 용인시 수지구,S090003506,용인대일초등학교,2,공립,N,,3.0,6.0,70.0,6.0,3.0,73.0,5.0,8.0,78.0,5.0,7.0,64.0,5.0,5.0,78.0,2.0,6.0,63.0,26.0,35.0,426.0
경기도교육청,경기도용인교육지원청,경기도 용인시 수지구,S090003507,대지초등학교,2,공립,N,,2.0,5.0,81.0,4.0,3.0,69.0,4.0,4.0,87.0,3.0,5.0,68.0,6.0,6.0,91.0,2.0,4.0,77.0,21.0,27.0,473.0
경기도교육청,경기도용인교육지원청,경기도 용인시 수지구,S090003508,대현초등학교,2,공립,N,,1.0,2.0,60.0,1.0,4.0,64.0,2.0,3.0,69.0,4.0,0.0,55.0,4.0,6.0,55.0,2.0,4.0,59.0,14.0,19.0,362.0
경기도교육청,경기도용인교육지원청,경기도 용인시 수지구,S090003509,동천초등학교,2,공립,N,,9.0,10.0,205.0,19.0,16.0,194.0,11.0,11.0,171.0,7.0,12.0,152.0,9.0,6.0,123.0,4.0,3.0,131.0,59.0,58.0,976.0
경기도교육청,경기도용인교육지원청,경기도 용인시 기흥구,S090003511,마북초등학교,2,공립,N,,3.0,3.0,79.0,12.0,10.0,112.0,6.0,11.0,118.0,7.0,16.0,110.0,6.0,4.0,127.0,6.0,7.0,132.0,40.0,51.0,678.0
경기도교육청,경기도용인교육지원청,경기도 용인시 기흥구,S090003512,마성초등학교,2,공립,N,,2.0,0.0,36.0,0.0,2.0,32.0,2.0,0.0,36.0,3.0,2.0,29.0,1.0,1.0,37.0,0.0,0.0,30.0,8.0,5.0,200.0
경기도교육청,경기도용인교육지원청,경기도 용인시 수지구,S090003513,용인심곡초등학교,2,공립,N,,10.0,5.0,99.0,6.0,12.0,92.0,8.0,7.0,140.0,10.0,6.0,108.0,4.0,6.0,115.0,3.0,6.0,137.0,41.0,42.0,691.0
경기도교육청,경기도용인교육지원청,경기도 용인시 처인구,S090003514,모현초등학교,2,공립,N,,0.0,3.0,34.0,3.0,0.0,45.0,0.0,5.0,48.0,2.0,1.0,56.0,0.0,3.0,50.0,0.0,2.0,53.0,5.0,14.0,286.0
경기도교육청,경기도용인교육지원청,경기도 용인시 처인구,S090003515,백봉초등학교,2,공립,N,,1.0,0.0,5.0,0.0,1.0,9.0,2.0,1.0,10.0,0.0,0.0,9.0,0.0,2.0,12.0,0.0,1.0,7.0,3.0,5.0,52.0
경기도교육청,경기도용인교육지원청,경기도 용인시 처인구,S090003516,백암초등학교,2,공립,N,,0.0,0.0,15.0,1.0,2.0,27.0,1.0,1.0,19.0,2.0,3.0,27.0,2.0,1.0,23.0,0.0,0.0,31.0,6.0,7.0,142.0
경기도교육청,경기도용인교육지원청,경기도 용인시 처인구,S090003517,백암초등학교수정분교장,2,공립,N,,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,4.0,2.0,0.0,15.0
경기도교육청,경기도용인교육지원청,경기도 용인시 기흥구,S090003518,보라초등학교,2,공립,N,,4.0,1.0,31.0,2.0,1.0,29.0,1.0,3.0,28.0,3.0,3.0,36.0,0.0,4.0,44.0,1.0,2.0,31.0,11.0,14.0,199.0
경기도교육청,경기도용인교육지원청,경기도 용인시 기흥구,S090003519,보정초등학교,2,공립,N,,4.0,3.0,127.0,6.0,8.0,117.0,14.0,18.0,138.0,2.0,3.0,157.0,3.0,14.0,165.0,4.0,3.0,138.0,33.0,49.0,842.0
경기도교육청,경기도용인교육지원청,경기도 용인시 기흥구,S090003520,산양초등학교,2,공립,N,,1.0,7.0,110.0,3.0,14.0,102.0,3.0,10.0,102.0,8.0,9.0,106.0,1.0,16.0,112.0,4.0,1.0,90.0,20.0,57.0,622.0
경기도교육청,경기도용인교육지원청,경기도 용인시 기흥구,S090003521,상갈초등학교,2,공립,N,,2.0,3.0,58.0,6.0,10.0,83.0,0.0,8.0,85.0,1.0,2.0,94.0,5.0,4.0,94.0,1.0,3.0,85.0,15.0,30.0,499.0
경기도교육청,경기도용인교육지원청,경기도 용인시 기흥구,S090003522,상하초등학교,2,공립,N,,5.0,9.0,113.0,8.0,13.0,113.0,7.0,11.0,138.0,8.0,8.0,133.0,8.0,16.0,128.0,15.0,17.0,113.0,51.0,74.0,738.0
경기도교육청,경기도용인교육지원청,경기도 용인시 수지구,S090003523,상현초등학교,2,공립,N,,7.0,8.0,170.0,14.0,13.0,165.0,7.0,11.0,172.0,12.0,8.0,155.0,15.0,5.0,130.0,4.0,6.0,144.0,59.0,51.0,936.0
경기도교육청,경기도용인교육지원청,경기도 용인시 처인구,S090003524,서룡초등학교,2,공립,N,,7.0,7.0,89.0,11.0,8.0,64.0,8.0,12.0,80.0,10.0,5.0,69.0,9.0,8.0,77.0,5.0,4.0,80.0,50.0,44.0,459.0
경기도교육청,경기도용인교육지원청,경기도 용인시 수지구,S090003525,서원초등학교,2,공립,N,,16.0,9.0,133.0,19.0,10.0,108.0,23.0,9.0,145.0,24.0,8.0,174.0,10.0,4.0,129.0,9.0,5.0,145.0,101.0,45.0,834.0
경기도교육청,경기도용인교육지원청,경기도 용인시 기흥구,S090003526,서천초등학교,2,공립,N,,1.0,7.0,103.0,6.0,6.0,68.0,2.0,8.0,94.0,1.0,10.0,88.0,1.0,5.0,65.0,2.0,3.0,67.0,13.0,39.0,485.0
경기도교육청,경기도용인교육지원청,경기도 용인시 수지구,S090003527,성복초등학교,2,공립,N,,14.0,7.0,104.0,11.0,15.0,129.0,15.0,8.0,145.0,17.0,8.0,160.0,13.0,4.0,158.0,5.0,3.0,170.0,75.0,45.0,866.0
경기도교육청,경기도용인교육지원청,경기도 용인시 수지구,S090003528,소현초등학교,2,공립,N,,1.0,4.0,85.0,4.0,5.0,72.0,7.0,7.0,85.0,2.0,4.0,108.0,2.0,2.0,85.0,2.0,0.0,98.0,18.0,22.0,533.0
경기도교육청,경기도용인교육지원청,경기도 용인시 수지구,S090003529,솔개초등학교,2,공립,N,,9.0,6.0,129.0,14.0,5.0,143.0,17.0,8.0,158.0,14.0,6.0,131.0,7.0,7.0,153.0,7.0,7.0,152.0,68.0,39.0,866.0
경기도교육청,경기도용인교육지원청,경기도 용인시 처인구,S090003530,송전초등학교,2,공립,N,,4.0,9.0,58.0,3.0,9.0,46.0,1.0,7.0,49.0,3.0,10.0,62.0,4.0,6.0,51.0,1.0,5.0,49.0,16.0,46.0,315.0
경기도교육청,경기도용인교육지원청,경기도 용인시 수지구,S090003532,수지초등학교,2,공립,N,,0.0,1.0,314.0,5.0,0.0,299.0,20.0,0.0,279.0,5.0,4.0,275.0,9.0,0.0,261.0,4.0,5.0,214.0,43.0,10.0,1642.0
경기도교육청,경기도용인교육지원청,경기도 용인시 기흥구,S090003534,신갈초등학교,2,공립,N,,9.0,6.0,82.0,3.0,7.0,88.0,6.0,2.0,95.0,7.0,10.0,88.0,3.0,8.0,64.0,2.0,3.0,73.0,30.0,36.0,490.0
경기도교육청,경기도용인교육지원청,경기도 용인시 수지구,S090003535,신월초등학교,2,공립,N,,4.0,3.0,73.0,3.0,7.0,62.0,3.0,4.0,51.0,3.0,9.0,92.0,4.0,2.0,60.0,1.0,4.0,68.0,18.0,29.0,406.0
경기도교육청,경기도용인교육지원청,경기도 용인시 처인구,S090003536,양지초등학교,2,공립,N,,2.0,5.0,78.0,3.0,10.0,94.0,6.0,5.0,88.0,6.0,8.0,113.0,7.0,7.0,96.0,5.0,3.0,102.0,29.0,38.0,571.0
경기도교육청,경기도용인교육지원청,경기도 용인시 기흥구,S090003537,어정초등학교,2,공립,N,,28.0,7.0,124.0,37.0,2.0,118.0,22.0,10.0,129.0,27.0,7.0,120.0,34.0,9.0,125.0,18.0,14.0,132.0,166.0,49.0,748.0
경기도교육청,경기도용인교육지원청,경기도 용인시 기흥구,S090003539,언동초등학교,2,공립,N,,2.0,6.0,100.0,4.0,13.0,103.0,10.0,7.0,143.0,6.0,8.0,128.0,9.0,7.0,145.0,6.0,7.0,127.0,37.0,48.0,746.0
경기도교육청,경기도용인교육지원청,경기도 용인시 처인구,S090003540,역북초등학교,2,공립,N,,10.0,5.0,117.0,18.0,9.0,113.0,17.0,14.0,143.0,10.0,8.0,143.0,14.0,8.0,146.0,9.0,10.0,158.0,78.0,54.0,820.0
경기도교육청,경기도용인교육지원청,경기도 용인시 처인구,S090003541,왕산초등학교,2,공립,N,,6.0,4.0,69.0,6.0,1.0,82.0,6.0,4.0,81.0,4.0,3.0,100.0,7.0,2.0,102.0,7.0,1.0,104.0,36.0,15.0,538.0
경기도교육청,경기도용인교육지원청,경기도 용인시 처인구,S090003542,용마초등학교,2,공립,N,,6.0,2.0,120.0,11.0,4.0,118.0,7.0,6.0,127.0,12.0,9.0,119.0,8.0,5.0,125.0,8.0,5.0,129.0,52.0,31.0,738.0
경기도교육청,경기도용인교육지원청,경기도 용인시 처인구,S090003543,용인둔전초등학교,2,공립,N,,6.0,6.0,106.0,9.0,7.0,96.0,8.0,13.0,120.0,2.0,12.0,126.0,5.0,6.0,116.0,2.0,3.0,131.0,32.0,47.0,695.0
경기도교육청,경기도용인교육지원청,경기도 용인시 처인구,S090003544,용인초등학교,2,공립,N,,9.0,4.0,121.0,4.0,6.0,124.0,10.0,13.0,134.0,8.0,8.0,135.0,9.0,9.0,116.0,7.0,6.0,121.0,47.0,46.0,751.0
경기도교육청,경기도용인교육지원청,경기도 용인시 처인구,S090003545,용천초등학교,2,공립,N,,4.0,2.0,44.0,2.0,7.0,34.0,2.0,0.0,49.0,3.0,2.0,49.0,3.0,1.0,43.0,2.0,1.0,47.0,16.0,13.0,266.0
경기도교육청,경기도용인교육지원청,경기도 용인시 처인구,S090003546,운학초등학교,2,공립,N,,0.0,0.0,6.0,4.0,0.0,13.0,2.0,2.0,19.0,3.0,1.0,12.0,1.0,3.0,12.0,1.0,1.0,16.0,11.0,7.0,78.0
경기도교육청,경기도용인교육지원청,경기도 용인시 처인구,S090003547,원삼초등학교,2,공립,N,,0.0,0.0,10.0,1.0,1.0,10.0,1.0,0.0,20.0,0.0,0.0,7.0,1.0,2.0,22.0,1.0,0.0,13.0,4.0,3.0,82.0
경기도교육청,경기도용인교육지원청,경기도 용인시 기흥구,S090003550,이현초등학교,2,공립,N,,9.0,2.0,96.0,3.0,10.0,108.0,6.0,9.0,149.0,10.0,8.0,126.0,2.0,3.0,116.0,0.0,3.0,110.0,30.0,35.0,705.0
경기도교육청,경기도용인교육지원청,경기도 용인시 처인구,S090003551,장평초등학교,2,공립,N,,1.0,0.0,4.0,0.0,0.0,1.0,0.0,1.0,7.0,5.0,1.0,5.0,1.0,2.0,7.0,0.0,0.0,4.0,7.0,4.0,28.0
경기도교육청,경기도용인교육지원청,경기도 용인시 수지구,S090003552,정평초등학교,2,공립,N,,11.0,3.0,133.0,12.0,11.0,154.0,15.0,3.0,138.0,6.0,10.0,139.0,10.0,3.0,155.0,3.0,4.0,175.0,57.0,34.0,894.0
경기도교육청,경기도용인교육지원청,경기도 용인시 처인구,S090003553,제일초등학교,2,공립,N,,6.0,7.0,46.0,6.0,4.0,38.0,2.0,4.0,55.0,8.0,7.0,51.0,5.0,4.0,56.0,1.0,7.0,42.0,28.0,33.0,288.0
경기도교육청,경기도용인교육지원청,경기도 용인시 처인구,S090003554,좌항초등학교,2,공립,N,,0.0,0.0,14.0,4.0,0.0,13.0,0.0,0.0,9.0,4.0,1.0,11.0,1.0,0.0,16.0,1.0,0.0,15.0,10.0,1.0,78.0
경기도교육청,경기도용인교육지원청,경기도 용인시 수지구,S090003555,죽전초등학교,2,공립,N,,3.0,3.0,66.0,1.0,1.0,51.0,2.0,3.0,49.0,2.0,7.0,59.0,0.0,1.0,63.0,1.0,3.0,80.0,9.0,18.0,368.0
경기도교육청,경기도용인교육지원청,경기도 용인시 기흥구,S090003556,청곡초등학교,2,공립,N,,11.0,14.0,177.0,12.0,16.0,141.0,6.0,15.0,163.0,6.0,13.0,125.0,0.0,11.0,123.0,2.0,13.0,91.0,37.0,82.0,820.0
경기도교육청,경기도용인교육지원청,경기도 용인시 수지구,S090003558,토월초등학교,2,공립,N,,12.0,14.0,142.0,11.0,11.0,108.0,9.0,7.0,125.0,12.0,10.0,114.0,9.0,5.0,124.0,4.0,5.0,125.0,57.0,52.0,738.0
경기도교육청,경기도용인교육지원청,경기도 용인시 처인구,S090003559,포곡초등학교,2,공립,N,,10.0,5.0,108.0,7.0,3.0,116.0,11.0,5.0,128.0,11.0,7.0,164.0,13.0,3.0,127.0,5.0,8.0,119.0,57.0,31.0,762.0
경기도교육청,경기도용인교육지원청,경기도 용인시 수지구,S090003560,풍덕초등학교,2,공립,N,,5.0,7.0,205.0,8.0,8.0,173.0,13.0,14.0,194.0,7.0,6.0,193.0,10.0,14.0,213.0,10.0,7.0,206.0,53.0,56.0,1184.0
경기도교육청,경기도용인교육지원청,경기도 용인시 수지구,S090003561,풍천초등학교,2,공립,N,,0.0,0.0,195.0,0.0,0.0,196.0,0.0,0.0,217.0,0.0,0.0,258.0,0.0,0.0,228.0,0.0,0.0,214.0,0.0,0.0,1308.0
경기도교육청,경기도용인교육지원청,경기도 용인시 처인구,S090003562,한터초등학교,2,공립,N,,1.0,0.0,17.0,1.0,2.0,19.0,0.0,0.0,34.0,0.0,5.0,29.0,0.0,4.0,43.0,2.0,0.0,40.0,4.0,11.0,182.0
경기도교육청,경기도용인교육지원청,경기도 용인시 수지구,S090003563,홍천초등학교,2,공립,N,,6.0,2.0,80.0,12.0,4.0,84.0,8.0,8.0,71.0,5.0,4.0,94.0,7.0,6.0,92.0,2.0,1.0,92.0,40.0,25.0,513.0
경기도교육청,경기도의정부교육지원청,경기도 의정부시,S090003656,가능초등학교,2,공립,N,,7.0,12.0,163.0,14.0,14.0,154.0,22.0,17.0,198.0,11.0,11.0,179.0,9.0,16.0,179.0,13.0,9.0,164.0,76.0,79.0,1037.0
경기도교육청,경기도의정부교육지원청,경기도 의정부시,S090003657,경의초등학교,2,공립,N,,3.0,3.0,56.0,6.0,3.0,27.0,4.0,3.0,39.0,1.0,6.0,50.0,1.0,0.0,30.0,2.0,4.0,44.0,17.0,19.0,246.0
경기도교육청,경기도의정부교육지원청,경기도 의정부시,S090003658,고산초등학교,2,공립,N,,1.0,0.0,7.0,1.0,0.0,7.0,1.0,0.0,7.0,2.0,1.0,13.0,1.0,2.0,5.0,2.0,0.0,7.0,8.0,3.0,46.0
경기도교육청,경기도의정부교육지원청,경기도 의정부시,S090003659,금오초등학교,2,공립,N,,4.0,3.0,44.0,4.0,2.0,60.0,1.0,5.0,43.0,4.0,1.0,56.0,2.0,3.0,63.0,0.0,5.0,53.0,15.0,19.0,319.0
경기도교육청,경기도의정부교육지원청,경기도 의정부시,S090003660,녹양초등학교,2,공립,N,,4.0,2.0,66.0,1.0,4.0,88.0,2.0,6.0,102.0,2.0,7.0,93.0,2.0,12.0,101.0,5.0,9.0,97.0,16.0,40.0,547.0
경기도교육청,경기도의정부교육지원청,경기도 의정부시,S090003661,동오초등학교,2,공립,N,,5.0,3.0,84.0,11.0,9.0,98.0,7.0,10.0,114.0,3.0,1.0,100.0,5.0,8.0,115.0,1.0,2.0,106.0,32.0,33.0,617.0
경기도교육청,경기도의정부교육지원청,경기도 의정부시,S090003662,민락초등학교,2,공립,N,,9.0,8.0,142.0,11.0,7.0,127.0,13.0,9.0,158.0,11.0,9.0,135.0,13.0,8.0,143.0,10.0,5.0,151.0,67.0,46.0,856.0
경기도교육청,경기도의정부교육지원청,경기도 의정부시,S090003663,발곡초등학교,2,공립,N,,4.0,7.0,92.0,4.0,9.0,100.0,2.0,9.0,93.0,4.0,10.0,99.0,4.0,8.0,103.0,1.0,8.0,123.0,19.0,51.0,610.0
경기도교육청,경기도의정부교육지원청,경기도 의정부시,S090003664,배영초등학교,2,공립,N,,4.0,3.0,68.0,7.0,4.0,58.0,6.0,6.0,70.0,5.0,6.0,76.0,8.0,7.0,81.0,1.0,11.0,82.0,31.0,37.0,435.0
경기도교육청,경기도의정부교육지원청,경기도 의정부시,S090003665,새말초등학교,2,공립,N,,5.0,5.0,143.0,12.0,10.0,142.0,5.0,3.0,151.0,6.0,4.0,125.0,6.0,8.0,150.0,6.0,2.0,108.0,40.0,32.0,819.0
경기도교육청,경기도의정부교육지원청,경기도 의정부시,S090003666,솔뫼초등학교,2,공립,N,,21.0,1.0,58.0,25.0,5.0,53.0,24.0,3.0,81.0,11.0,9.0,71.0,10.0,2.0,90.0,4.0,3.0,79.0,95.0,23.0,432.0
경기도교육청,경기도의정부교육지원청,경기도 의정부시,S090003667,송양초등학교,2,공립,N,,7.0,3.0,164.0,7.0,10.0,163.0,16.0,15.0,171.0,13.0,14.0,189.0,9.0,10.0,194.0,5.0,3.0,157.0,57.0,55.0,1038.0
경기도교육청,경기도의정부교육지원청,경기도 의정부시,S090003669,신동초등학교,2,공립,N,,5.0,1.0,67.0,2.0,12.0,94.0,4.0,7.0,84.0,3.0,9.0,95.0,2.0,5.0,98.0,0.0,3.0,94.0,16.0,37.0,532.0
경기도교육청,경기도의정부교육지원청,경기도 의정부시,S090003670,어룡초등학교,2,공립,N,,1.0,7.0,48.0,1.0,4.0,50.0,3.0,7.0,41.0,1.0,4.0,50.0,2.0,1.0,44.0,0.0,0.0,46.0,8.0,23.0,279.0
경기도교육청,경기도의정부교육지원청,경기도 의정부시,S090003671,오동초등학교,2,공립,N,,2.0,4.0,108.0,4.0,8.0,110.0,9.0,7.0,120.0,4.0,3.0,125.0,1.0,9.0,112.0,9.0,2.0,144.0,29.0,33.0,719.0
경기도교육청,경기도의정부교육지원청,경기도 의정부시,S090003673,의순초등학교,2,공립,N,,4.0,4.0,90.0,12.0,4.0,100.0,10.0,9.0,112.0,5.0,4.0,126.0,6.0,4.0,133.0,4.0,7.0,113.0,41.0,32.0,674.0
경기도교육청,경기도의정부교육지원청,경기도 의정부시,S090003674,의정부부용초등학교,2,공립,N,,3.0,6.0,110.0,4.0,11.0,119.0,9.0,11.0,120.0,6.0,10.0,145.0,11.0,8.0,140.0,5.0,3.0,145.0,38.0,49.0,779.0
경기도교육청,경기도의정부교육지원청,경기도 의정부시,S090003675,의정부서초등학교,2,공립,N,,4.0,5.0,67.0,9.0,8.0,71.0,7.0,5.0,110.0,7.0,6.0,100.0,14.0,5.0,108.0,6.0,5.0,107.0,47.0,34.0,563.0
경기도교육청,경기도의정부교육지원청,경기도 의정부시,S090003676,의정부신곡초등학교,2,공립,N,,3.0,7.0,113.0,12.0,6.0,115.0,5.0,9.0,125.0,9.0,6.0,84.0,8.0,11.0,113.0,3.0,5.0,95.0,40.0,44.0,645.0
경기도교육청,경기도의정부교육지원청,경기도 의정부시,S090003677,의정부용현초등학교,2,공립,N,,1.0,0.0,72.0,5.0,6.0,67.0,3.0,5.0,81.0,12.0,4.0,76.0,5.0,3.0,76.0,5.0,1.0,75.0,31.0,19.0,447.0
경기도교육청,경기도의정부교육지원청,경기도 의정부시,S090003678,의정부장암초등학교,2,공립,N,,0.0,2.0,44.0,0.0,0.0,31.0,1.0,5.0,50.0,0.0,2.0,25.0,1.0,0.0,32.0,1.0,2.0,41.0,3.0,11.0,223.0
경기도교육청,경기도의정부교육지원청,경기도 의정부시,S090003679,의정부중앙초등학교,2,공립,N,,3.0,8.0,44.0,4.0,3.0,56.0,8.0,3.0,67.0,5.0,8.0,68.0,7.0,1.0,64.0,3.0,4.0,52.0,30.0,27.0,351.0
경기도교육청,경기도의정부교육지원청,경기도 의정부시,S090003680,의정부청룡초등학교,2,공립,N,,2.0,0.0,63.0,4.0,4.0,76.0,3.0,3.0,84.0,1.0,6.0,95.0,1.0,6.0,81.0,2.0,3.0,96.0,13.0,22.0,495.0
경기도교육청,경기도의정부교육지원청,경기도 의정부시,S090003681,의정부초등학교,2,공립,N,,0.0,0.0,69.0,0.0,0.0,60.0,0.0,0.0,43.0,0.0,0.0,68.0,0.0,0.0,82.0,1.0,4.0,59.0,1.0,4.0,381.0
경기도교육청,경기도의정부교육지원청,경기도 의정부시,S090003682,의정부호동초등학교,2,공립,N,,13.0,9.0,210.0,9.0,13.0,206.0,9.0,8.0,231.0,12.0,13.0,224.0,15.0,8.0,229.0,8.0,2.0,220.0,66.0,53.0,1320.0
경기도교육청,경기도의정부교육지원청,경기도 의정부시,S090003685,호암초등학교,2,공립,N,,3.0,11.0,116.0,4.0,12.0,117.0,6.0,1.0,122.0,7.0,11.0,117.0,7.0,9.0,119.0,3.0,7.0,126.0,30.0,51.0,717.0
경기도교육청,경기도의정부교육지원청,경기도 의정부시,S090003686,회룡초등학교,2,공립,N,,2.0,6.0,94.0,2.0,8.0,95.0,7.0,6.0,122.0,7.0,7.0,116.0,2.0,3.0,124.0,2.0,5.0,104.0,22.0,35.0,655.0
경기도교육청,경기도이천교육지원청,경기도 이천시,S090003758,나래초등학교,2,공립,N,,8.0,0.0,12.0,3.0,3.0,9.0,6.0,9.0,20.0,4.0,10.0,19.0,2.0,10.0,20.0,2.0,5.0,19.0,25.0,37.0,99.0
경기도교육청,경기도이천교육지원청,경기도 이천시,S090003760,대서초등학교,2,공립,N,,0.0,0.0,9.0,0.0,0.0,6.0,0.0,0.0,16.0,0.0,1.0,5.0,1.0,1.0,11.0,0.0,2.0,6.0,1.0,4.0,53.0
경기도교육청,경기도이천교육지원청,경기도 이천시,S090003762,대월초등학교,2,공립,N,,2.0,1.0,25.0,3.0,2.0,22.0,3.0,1.0,25.0,2.0,2.0,22.0,2.0,1.0,19.0,0.0,1.0,19.0,12.0,8.0,132.0
경기도교육청,경기도이천교육지원청,경기도 이천시,S090003763,도암초등학교,2,공립,N,,0.0,3.0,67.0,0.0,2.0,65.0,6.0,4.0,62.0,0.0,1.0,55.0,3.0,0.0,56.0,1.0,0.0,51.0,10.0,10.0,356.0
경기도교육청,경기도이천교육지원청,경기도 이천시,S090003764,도지초등학교,2,공립,N,,4.0,1.0,50.0,3.0,5.0,55.0,3.0,3.0,52.0,5.0,2.0,45.0,3.0,4.0,51.0,8.0,1.0,48.0,26.0,16.0,301.0
경기도교육청,경기도이천교육지원청,경기도 이천시,S090003766,마장초등학교,2,공립,N,,12.0,13.0,166.0,10.0,13.0,128.0,15.0,13.0,135.0,14.0,9.0,123.0,10.0,14.0,113.0,2.0,3.0,87.0,63.0,65.0,752.0
경기도교육청,경기도이천교육지원청,경기도 이천시,S090003772,백사초등학교,2,공립,N,,4.0,3.0,27.0,2.0,2.0,29.0,4.0,2.0,43.0,3.0,1.0,29.0,4.0,4.0,43.0,2.0,2.0,30.0,19.0,14.0,201.0
경기도교육청,경기도이천교육지원청,경기도 이천시,S090003774,부발초등학교,2,공립,N,,3.0,4.0,68.0,6.0,9.0,68.0,8.0,6.0,91.0,7.0,6.0,82.0,2.0,5.0,69.0,7.0,5.0,62.0,33.0,35.0,440.0
경기도교육청,경기도이천교육지원청,경기도 이천시,S090003776,설봉초등학교,2,공립,N,,9.0,5.0,170.0,3.0,9.0,201.0,8.0,11.0,200.0,7.0,9.0,190.0,9.0,14.0,201.0,5.0,10.0,188.0,41.0,58.0,1150.0
경기도교육청,경기도이천교육지원청,경기도 이천시,S090003777,설성초등학교,2,공립,N,,0.0,0.0,3.0,0.0,0.0,3.0,0.0,1.0,6.0,3.0,2.0,4.0,0.0,4.0,6.0,0.0,2.0,6.0,3.0,9.0,28.0
