시군구명,생활및판매,공공문화,복지의료,업무오락체육,총가스사용량
강남구,184,2,0,3,12056.4
강남구,97,1,0,10,12385.8
강남구,253,3,2,3,12039.7
강남구,29,0,0,0,10070.9
강남구,2,0,0,0,9384.0
강남구,8,0,1,0,10063.9
강남구,53,0,3,1,10751.9
강남구,40,1,0,0,11727.1
강남구,73,0,0,0,10865.0
강남구,111,0,1,16,12198.9
강남구,13,0,0,0,9219.2
강남구,10,0,0,0,9618.1
강남구,11,1,0,0,9380.7
강남구,8,1,0,0,9429.6
강남구,31,0,0,0,10183.9
강남구,13,1,0,1,9973.2
강남구,60,2,0,0,10632.6
강남구,28,1,1,0,10458.2
강남구,90,0,0,0,11032.9
강남구,102,2,2,4,11029.8
강남구,241,1,1,0,11362.2
강남구,436,3,5,3,11944.3
강남구,223,3,2,3,12009.0
강남구,49,0,1,0,10935.7
강남구,32,0,1,2,10754.4
강남구,38,0,0,1,10079.4
강남구,169,2,3,5,12541.1
강남구,12,0,1,19,11124.7
강남구,22,0,1,2,10140.7
강남구,81,3,2,0,11377.2
강남구,41,0,2,1,10121.6
강남구,17,1,1,0,10138.9
강남구,65,2,0,0,10464.8
강남구,20,0,1,2,10438.6
강남구,1,1,0,1,12980.1
강남구,81,0,0,5,11528.5
강남구,31,0,0,2,11611.4
광진구,1,0,0,0,11565.6
광진구,65,1,1,1,10920.6
광진구,215,0,0,1,11409.1
광진구,96,0,0,3,11184.4
광진구,75,1,2,2,11060.0
광진구,50,0,0,2,11171.4
동대문구,208,0,1,1,10201.9
동대문구,152,1,1,0,11167.5
동대문구,89,0,0,0,10776.7
동대문구,24,1,1,0,10319.2
동대문구,60,1,2,10,11879.6
동대문구,171,1,0,12,11787.2
동대문구,65,0,1,3,10868.5
동대문구,34,2,1,2,10661.8
동대문구,64,0,2,3,11109.4
은평구,112,0,1,14,11488.4
은평구,64,0,0,3,9745.7
은평구,150,1,1,5,11264.3
은평구,33,0,0,4,10616.7
중구,346,3,0,30,12719.2
중구,98,2,0,8,11695.2
중구,110,0,0,29,12099.8
중구,44,0,0,3,11861.5
중구,24,2,0,2,12270.4
중구,17,1,0,1,11438.5
중구,131,0,1,1,10713.4
중구,72,0,0,3,11302.5
중구,23,0,1,0,9602.9
중구,312,2,3,11,11925.7
중구,165,2,0,6,11352.2
중구,294,0,0,5,10729.2
중구,40,0,0,1,10060.8
중구,190,4,2,1,11254.5
중구,427,0,2,21,12276.3
중구,527,0,0,2,11855.0
중구,41,1,0,3,12417.3
중구,179,0,0,23,11728.8
중구,12,1,0,2,13043.6
성동구,27,0,1,3,11107.9
성동구,62,0,0,0,10960.3
성동구,38,0,0,0,10485.8
성동구,28,1,0,14,10850.2
구로구,2,0,0,0,9023.3
구로구,6,0,1,2,11411.9
구로구,27,0,0,0,9657.6
구로구,2,0,0,0,12337.1
구로구,81,0,1,19,12102.0
구로구,78,1,1,0,10312.9
구로구,6,0,0,0,10229.7
구로구,5,0,0,0,8418.9
구로구,33,0,0,2,10041.5
구로구,4,0,0,0,11328.8
서초구,218,1,1,1,12303.3
서초구,83,0,3,3,11535.5
서초구,24,0,0,0,11125.0
서초구,58,0,1,0,11651.8
서초구,29,1,1,0,11388.0
서초구,12,0,2,9,12269.4
서초구,45,1,0,0,10710.8
서초구,15,0,0,1,12760.5
서초구,71,1,0,2,12322.4
서초구,3,0,0,0,12623.4
서초구,0,0,0,1,11154.1
서초구,126,2,2,2,11921.3
서초구,63,0,0,1,10677.5
서초구,48,2,2,2,10413.6
서초구,101,1,0,0,11103.6
서초구,2,0,0,3,12384.1
서초구,86,0,0,1,10845.9
서초구,18,0,0,0,11129.6
서초구,1,0,0,0,10923.8
서초구,2,0,0,0,11194.7
서초구,57,0,0,1,10779.3
서초구,150,2,3,2,11377.6
서초구,169,0,1,1,11689.3
서초구,106,0,0,0,12202.7
종로구,268,0,1,20,10905.0
종로구,81,3,0,7,10083.8
종로구,104,7,1,5,12654.8
종로구,0,0,0,0,0.0
종로구,1,0,0,0,7581.5
종로구,159,0,0,2,9292.7
종로구,90,11,1,0,11175.3
종로구,57,0,0,0,10126.9
종로구,199,3,1,1,11287.6
종로구,21,0,0,1,6715.5
종로구,95,0,1,1,10283.6
종로구,98,1,0,0,10618.7
종로구,13,0,0,0,11938.7
종로구,133,3,2,1,12774.5
종로구,256,0,1,10,11295.8
종로구,84,0,0,1,10234.6
종로구,188,1,2,18,11284.9
종로구,70,0,1,0,11842.0
종로구,325,19,0,17,12525.6
종로구,3,0,0,0,11609.6
종로구,141,0,0,8,11667.5
종로구,163,3,0,20,11409.7
종로구,384,3,2,45,11775.8
종로구,182,1,0,1,9387.3
종로구,190,0,0,0,9854.0
종로구,269,3,0,10,12354.5
용산구,145,2,0,3,11151.5
용산구,54,1,0,0,10456.4
용산구,170,1,1,2,11371.2
용산구,93,0,0,0,10525.7
용산구,6,1,0,1,12877.4
용산구,3,0,0,0,10100.2
용산구,45,1,0,0,10353.2
용산구,52,0,1,0,9619.0
용산구,173,1,0,1,10625.4
용산구,19,0,0,1,8740.8
마포구,0,0,0,1,11715.9
마포구,13,0,0,0,11111.1
마포구,0,0,0,1,11002.4
마포구,88,1,1,1,11834.0
마포구,29,0,1,1,12455.7
마포구,118,1,1,11,11594.2
마포구,54,0,1,1,10879.2
마포구,61,0,0,0,10699.4
마포구,35,1,0,1,11189.9
마포구,1093,4,3,5,12848.0
양천구,19,0,0,0,9868.3
양천구,0,1,0,0,10849.5
양천구,10,0,1,0,10123.2
양천구,20,0,0,0,8503.2
양천구,66,1,1,0,11101.8
송파구,1,0,0,0,9429.5
송파구,1,0,0,0,12141.0
송파구,6,0,0,2,11614.1
송파구,12,0,0,0,9613.5
송파구,100,1,1,26,12180.6
송파구,218,2,1,23,12218.1
송파구,1,0,0,0,12457.3
송파구,0,0,0,1,12671.1
송파구,1,0,0,0,10360.3
관악구,78,0,0,2,11730.7
관악구,87,2,0,0,11158.2
관악구,29,0,0,3,10915.1
관악구,45,1,2,11,12231.2
관악구,75,1,0,4,11011.9
관악구,81,0,0,9,11621.4
관악구,26,0,0,1,10911.7
관악구,72,0,0,35,11511.5
관악구,80,0,1,22,12085.0
금천구,0,0,0,0,11490.5
금천구,0,0,0,0,11755.0
금천구,36,1,1,3,11617.2
금천구,104,0,2,4,11515.6
금천구,1,0,0,0,6534.0
금천구,54,0,1,10,12398.1
강동구,18,0,1,0,11438.3
강동구,52,0,6,25,12163.4
강동구,44,1,1,0,10826.2
강동구,90,0,1,0,11080.2
강동구,16,0,0,0,10190.0
강동구,171,1,2,28,12340.2
영등포구,2,0,0,1,11217.2
영등포구,5,0,0,4,12306.2
영등포구,30,0,0,2,10539.8
영등포구,53,1,0,1,10997.3
영등포구,10,0,0,0,11653.0
영등포구,21,0,0,0,12647.0
영등포구,5,0,0,0,12835.9
영등포구,129,0,0,1,10956.9
영등포구,269,0,1,4,11435.1
영등포구,20,0,0,4,11670.7
영등포구,173,1,1,52,12058.6
영등포구,99,2,2,3,12186.9
영등포구,40,0,0,3,11269.4
동작구,61,0,0,1,10875.8
동작구,21,2,0,0,10307.6
동작구,177,2,1,3,11304.9
동작구,83,0,1,3,11058.6
동작구,3,0,0,0,10294.7
동작구,153,0,0,6,11591.0
동작구,44,0,0,0,12808.4
강북구,87,0,1,17,11461.8
강북구,40,0,0,18,11118.6
강북구,126,0,1,13,11372.8
강북구,54,1,0,3,10186.7
노원구,12,0,0,0,10237.2
노원구,14,0,0,15,11339.2
노원구,117,1,0,0,11868.6
노원구,3,0,0,0,10792.2
성북구,124,1,4,2,11232.1
성북구,18,0,0,0,9001.6
성북구,15,1,4,0,10414.7
성북구,12,0,0,0,11186.5
성북구,254,3,0,9,11697.1
성북구,56,0,0,0,10299.9
강남구,133,0,1,5,12236.2
강남구,196,1,1,1,11418.4
강남구,72,0,0,0,10898.2
강남구,64,0,0,1,11403.4
강남구,67,0,0,3,10960.5
강남구,129,4,3,6,12971.5
강남구,17,1,0,2,10598.1
강남구,76,2,1,2,10971.7
강남구,5,0,1,0,10559.3
강남구,192,1,2,1,10980.7
강남구,60,2,1,0,12240.8
강남구,19,0,1,2,11696.1
강남구,25,0,0,1,11356.0
강남구,7,0,0,1,11954.3
강남구,116,0,1,1,12329.6
강남구,22,0,1,8,11827.5
강남구,54,1,0,0,10628.8
강남구,15,1,1,1,11805.2
강남구,185,2,0,3,12339.7
강남구,98,1,0,10,12794.6
강남구,256,3,2,3,12292.5
강남구,29,0,0,0,10382.1
강남구,2,0,0,0,9486.4
강남구,8,0,1,0,10311.7
강남구,52,0,3,1,11042.7
강남구,40,1,0,0,12040.8
강남구,73,0,0,0,11176.2
강남구,111,0,1,16,12586.8
강남구,13,0,0,0,9557.6
강남구,10,0,0,0,9547.0
강남구,11,1,0,0,9682.6
강남구,8,1,0,0,9715.3
강남구,31,0,0,0,10421.4
강남구,13,1,0,1,10073.6
강남구,60,2,0,0,10796.8
강남구,28,1,1,0,10884.7
강남구,91,0,0,0,11206.1
강남구,99,2,2,4,11321.7
강남구,241,1,1,0,11636.7
강남구,436,3,5,3,12268.6
강남구,224,3,2,3,12286.1
강남구,49,0,1,0,11221.2
강남구,31,0,1,2,11053.0
강남구,38,0,0,1,10325.3
강남구,170,2,3,5,12757.3
강남구,12,0,1,19,11549.5
강남구,22,0,1,2,10173.8
강남구,81,3,2,0,11466.8
강남구,41,0,2,1,10252.4
강남구,17,1,1,0,10445.0
강남구,65,2,0,0,10760.4
강남구,20,0,1,2,10980.6
강남구,1,1,0,1,13395.6
강남구,83,0,0,5,11998.1
강남구,32,0,0,2,11875.3
광진구,1,0,0,0,11615.1
광진구,65,1,1,1,10880.2
광진구,216,0,0,1,11700.0
광진구,96,0,0,3,11417.1
광진구,75,1,2,2,11332.4
광진구,50,0,0,2,11386.8
동대문구,207,0,1,1,10225.6
동대문구,152,1,1,0,11236.7
동대문구,89,0,0,0,10845.0
동대문구,24,1,1,0,10533.2
동대문구,60,1,2,10,12024.4
동대문구,171,1,0,12,12099.4
동대문구,65,0,1,3,10974.2
동대문구,34,2,1,2,10693.8
동대문구,64,0,2,3,11374.3
은평구,112,0,1,14,11445.1
은평구,64,0,0,3,9795.3
은평구,149,1,1,5,11430.3
은평구,33,0,0,4,10646.3
중구,346,3,0,30,12809.8
중구,98,2,0,8,11809.6
중구,110,0,0,29,12180.2
중구,44,0,0,3,11770.4
중구,25,2,0,2,12373.4
중구,16,1,0,1,11769.2
중구,131,0,1,1,10784.3
중구,72,0,0,3,11530.3
중구,23,0,1,0,9558.5
중구,312,2,3,11,12047.8
중구,120,2,0,6,11484.8
중구,294,0,0,5,10967.1
중구,40,0,0,1,10177.9
중구,190,4,2,1,11438.0
중구,427,0,2,21,12256.3
중구,527,0,0,2,12011.1
중구,41,1,0,3,12293.8
중구,179,0,0,23,11753.5
중구,12,1,0,2,13003.8
성동구,27,0,1,3,11456.0
성동구,62,0,0,0,10791.6
성동구,38,0,0,0,10592.1
성동구,28,1,0,14,10926.5
구로구,2,0,0,0,8972.3
구로구,6,0,1,2,11184.1
구로구,27,0,0,0,9564.5
구로구,2,0,0,0,11954.4
구로구,81,0,1,19,11957.1
구로구,78,1,1,0,10286.4
구로구,6,0,0,0,10311.1
구로구,5,0,0,0,8427.2
구로구,33,0,0,2,9957.1
구로구,4,0,0,0,11272.6
서초구,219,1,1,1,12340.6
서초구,85,0,3,3,11685.2
서초구,24,0,0,0,11374.1
서초구,58,0,1,0,11596.9
서초구,29,1,1,0,11427.6
서초구,12,0,2,9,12162.9
서초구,45,1,0,0,10686.1
서초구,15,0,0,1,12902.2
서초구,71,1,0,2,12481.2
서초구,3,0,0,0,12646.7
서초구,0,0,0,1,11326.8
서초구,127,2,2,2,11899.0
서초구,63,0,0,1,10623.1
서초구,48,2,2,2,10421.2
서초구,101,1,0,0,10986.7
서초구,2,0,0,3,12382.6
서초구,86,0,0,1,10723.7
서초구,18,0,0,0,11178.3
서초구,1,0,0,0,11068.1
서초구,2,0,0,0,11347.3
서초구,57,0,0,1,10563.8
서초구,150,2,3,2,11421.9
서초구,169,0,1,1,11680.3
서초구,106,0,0,0,12278.7
종로구,269,0,1,20,10962.6
종로구,81,3,0,7,9971.2
종로구,104,7,1,5,12488.5
종로구,0,0,0,0,0.0
종로구,1,0,0,0,7174.7
종로구,158,0,0,3,8982.2
종로구,90,11,1,0,11015.6
종로구,57,0,0,0,9966.1
종로구,200,3,1,1,11072.8
종로구,21,0,0,1,6696.5
종로구,95,0,1,1,10452.7
종로구,99,1,0,0,10441.0
종로구,13,0,0,0,11699.6
종로구,133,3,2,1,12537.5
종로구,256,0,1,10,10927.9
종로구,84,0,0,1,10119.1
종로구,188,1,2,18,11097.5
종로구,70,0,1,0,11468.8
종로구,323,19,0,16,12332.8
종로구,3,0,0,0,11266.0
종로구,141,0,0,8,11572.7
종로구,162,3,0,20,11303.9
종로구,384,3,2,45,11744.2
종로구,183,1,0,1,9107.9
종로구,190,0,0,0,9994.8
종로구,269,3,0,10,12206.4
용산구,145,2,0,3,11097.5
용산구,54,1,0,0,10355.3
용산구,170,1,1,2,11125.4
용산구,93,0,0,0,10644.6
용산구,6,1,0,1,12763.7
용산구,3,0,0,0,9966.7
용산구,45,1,0,0,10038.2
용산구,52,0,1,0,9489.2
용산구,172,1,0,1,10404.3
용산구,19,0,0,1,8762.6
마포구,0,0,0,1,11499.6
마포구,13,0,0,0,10784.8
마포구,0,0,0,1,10840.8
마포구,88,1,1,1,11643.0
마포구,29,0,1,1,12333.6
마포구,118,1,1,11,11365.8
마포구,54,0,1,1,10759.3
마포구,60,0,0,0,10470.3
마포구,35,1,0,1,10928.5
마포구,1095,4,3,5,12796.3
양천구,19,0,0,0,9813.0
양천구,0,1,0,0,10907.9
양천구,10,0,1,0,10011.0
양천구,20,0,0,0,8427.1
양천구,66,1,1,0,11083.8
송파구,1,0,0,0,9556.6
송파구,1,0,0,0,12123.5
송파구,6,0,0,2,11660.3
송파구,12,0,0,0,9584.7
송파구,100,1,1,26,12231.1
송파구,218,2,1,22,12187.4
송파구,1,0,0,0,12531.4
송파구,0,0,0,1,12665.9
송파구,1,0,0,0,10241.5
관악구,78,0,0,2,11580.0
관악구,87,2,0,0,11155.1
관악구,29,0,0,3,10911.5
관악구,45,1,2,11,12225.9
관악구,75,1,0,4,10981.6
관악구,82,0,0,8,11757.0
관악구,26,0,0,1,10702.2
관악구,72,0,0,35,11464.4
관악구,80,0,1,22,11918.0
금천구,0,0,0,0,11402.6
금천구,0,0,0,0,11607.2
금천구,36,1,1,3,11552.5
금천구,104,0,2,4,11442.2
금천구,1,0,0,0,6514.2
금천구,54,0,1,10,12345.6
강동구,18,0,1,0,11420.7
강동구,52,0,6,25,12130.9
강동구,43,1,1,0,10885.3
강동구,90,0,1,0,11067.8
강동구,16,0,0,0,10038.7
강동구,171,1,2,28,12379.8
영등포구,2,0,0,1,10991.8
영등포구,5,0,0,4,12246.6
영등포구,30,0,0,2,10459.9
영등포구,53,1,0,1,10881.0
영등포구,10,0,0,0,11616.0
영등포구,21,0,0,0,12356.9
영등포구,5,0,0,0,12531.7
영등포구,129,0,0,1,10794.4
영등포구,269,0,1,4,11344.5
영등포구,20,0,0,4,11397.6
영등포구,173,1,1,52,11929.5
영등포구,99,2,2,3,12003.0
영등포구,40,0,0,3,10969.4
동작구,61,0,0,1,10810.6
동작구,21,2,0,0,10125.7
동작구,176,2,1,3,11127.8
동작구,83,0,1,3,10921.7
동작구,3,0,0,0,10217.1
동작구,153,0,0,6,11560.9
동작구,44,0,0,0,12617.0
강북구,87,0,1,17,11628.7
강북구,39,0,0,18,11224.6
강북구,127,0,1,13,11331.0
강북구,54,1,0,3,10337.6
노원구,12,0,0,0,10331.7
노원구,14,0,0,15,11376.6
노원구,118,1,0,0,11829.6
노원구,3,0,0,0,11023.6
성북구,125,1,3,2,11262.9
성북구,18,0,0,0,8908.6
성북구,15,1,4,0,10708.5
성북구,12,0,0,0,11221.6
성북구,256,3,0,9,11691.2
성북구,56,0,0,0,10289.8
강남구,133,0,1,5,12310.0
강남구,196,1,1,1,11335.1
강남구,72,0,0,0,10897.8
강남구,64,0,0,1,11363.3
강남구,67,0,0,3,11196.1
강남구,129,4,3,6,12946.4
강남구,17,1,0,2,10659.7
강남구,76,2,1,2,10929.1
강남구,5,0,1,0,10471.6
강남구,192,1,2,1,10946.7
강남구,60,2,1,0,12453.8
강남구,19,0,1,2,11670.6
강남구,25,0,0,1,11473.0
강남구,7,0,0,1,12155.2
강남구,116,0,1,1,12444.4
강남구,22,0,1,8,11872.4
강남구,54,1,0,0,10591.4
강남구,15,1,1,1,11920.7
강남구,185,2,0,3,12440.2
강남구,98,1,0,10,12732.8
강남구,256,3,2,3,12350.0
강남구,29,0,0,0,10519.9
강남구,2,0,0,0,9627.4
강남구,8,0,1,0,10508.2
강남구,52,0,3,1,11120.7
강남구,40,1,0,0,12090.5
강남구,74,0,0,0,11106.8
강남구,111,0,1,16,12779.9
강남구,13,0,0,0,9748.7
강남구,10,0,0,0,9650.6
강남구,11,1,0,0,9506.8
강남구,8,1,0,0,9823.1
강남구,32,0,0,0,10331.8
강남구,13,1,0,1,10034.9
강남구,60,2,0,0,10823.0
강남구,28,1,1,0,10898.0
강남구,91,0,0,0,11163.5
강남구,97,2,2,4,11347.3
강남구,241,1,1,0,11589.9
강남구,437,3,5,3,12114.6
강남구,225,3,2,3,12292.4
강남구,48,0,1,0,11176.4
강남구,31,1,1,2,11076.5
강남구,38,0,0,1,10292.2
강남구,170,2,3,5,13033.1
강남구,12,0,1,19,11544.5
강남구,22,0,1,2,10251.0
강남구,81,3,2,0,11447.5
강남구,41,0,2,1,10028.4
강남구,17,1,1,0,10543.6
강남구,65,2,0,0,10711.1
강남구,20,0,1,2,10902.0
강남구,1,1,0,1,13443.7
강남구,84,0,0,5,12029.7
강남구,33,0,0,2,11939.9
광진구,1,0,0,0,11140.4
광진구,65,1,1,1,10960.0
광진구,216,0,0,1,11678.3
광진구,96,0,0,3,11356.4
광진구,74,1,2,2,11213.1
광진구,50,0,0,2,11358.0
동대문구,207,0,1,1,10262.0
동대문구,152,1,1,0,11325.5
동대문구,89,0,0,0,10628.3
동대문구,24,1,1,0,10511.2
동대문구,60,1,2,10,12008.9
동대문구,171,1,0,12,11755.4
동대문구,65,0,1,3,11027.3
동대문구,34,2,1,2,10600.0
동대문구,64,0,2,3,11304.4
은평구,112,0,1,14,11312.1
은평구,64,0,0,3,9930.9
은평구,149,1,1,5,11267.3
은평구,33,0,0,4,10514.0
중구,346,3,0,30,12734.7
중구,98,2,0,8,11617.6
중구,110,0,0,29,11970.3
중구,44,0,0,3,11611.3
중구,25,2,0,2,11948.0
중구,17,1,0,1,11589.0
중구,131,0,1,1,10826.6
중구,72,0,0,3,11164.4
중구,23,0,1,0,9489.2
중구,312,2,3,11,11847.0
중구,120,2,0,6,11061.5
중구,295,0,0,5,10763.9
중구,40,0,0,1,10314.2
중구,190,4,2,1,11288.1
중구,427,0,2,21,12032.6
중구,527,0,0,2,11557.4
중구,41,1,0,3,12093.8
중구,179,0,0,24,11811.0
중구,12,1,0,2,12703.8
성동구,27,0,1,3,11490.8
성동구,62,0,0,0,11005.8
성동구,38,0,0,0,10530.3
성동구,28,1,0,14,10872.1
구로구,2,0,0,0,9242.4
구로구,6,0,1,2,11094.0
구로구,27,0,0,0,9538.5
구로구,2,0,0,0,11897.8
구로구,81,0,1,19,11979.1
구로구,78,1,1,0,10043.2
구로구,6,0,0,0,10144.3
구로구,5,0,0,0,8327.3
구로구,33,0,0,2,9918.8
구로구,4,0,0,0,11002.1
서초구,222,1,1,1,12170.8
서초구,85,0,3,3,11568.2
서초구,24,0,0,0,11092.2
서초구,58,0,1,0,11278.4
서초구,29,1,1,0,11187.5
서초구,12,0,2,9,12063.6
서초구,45,1,0,0,10471.8
서초구,15,0,0,1,12526.5
서초구,71,1,0,2,12085.4
서초구,3,0,0,0,12451.0
서초구,0,0,0,1,10943.9
서초구,127,2,2,2,11735.2
서초구,63,0,0,1,10611.7
서초구,48,2,2,2,10160.7
서초구,101,1,0,0,10894.0
서초구,2,0,0,3,12181.8
서초구,85,0,0,1,10813.2
서초구,18,0,0,0,10976.4
서초구,1,0,0,0,10830.5
서초구,2,0,0,0,11033.2
서초구,57,0,0,1,10633.9
서초구,150,2,3,2,11259.4
서초구,170,0,1,1,11460.6
서초구,106,0,0,0,12013.7
종로구,269,0,1,20,11001.6
종로구,81,3,0,7,9803.1
종로구,104,7,1,5,12399.6
종로구,0,0,0,0,0.0
종로구,1,0,0,0,6902.3
종로구,158,0,0,3,9124.7
종로구,90,11,1,0,10845.6
종로구,57,0,0,0,9941.8
종로구,200,3,1,1,10974.6
종로구,21,0,0,1,6640.3
종로구,95,0,1,1,10301.8
종로구,98,1,0,0,10397.6
종로구,13,0,0,0,11446.3
종로구,133,3,2,1,12217.4
종로구,256,0,1,10,10999.6
종로구,84,0,0,1,10108.9
종로구,188,1,2,18,10973.3
종로구,70,0,1,0,11312.0
종로구,323,19,0,16,12364.7
종로구,3,0,0,0,11128.7
종로구,141,0,0,8,11395.5
종로구,162,3,0,20,11202.7
종로구,384,3,2,45,11761.0
종로구,183,1,0,1,9027.6
종로구,190,0,0,0,10005.2
종로구,265,4,0,10,12011.1
용산구,145,2,0,3,11008.4
용산구,54,1,0,0,10303.2
용산구,170,1,1,2,10929.0
용산구,93,0,0,0,10463.6
용산구,6,1,0,1,12678.4
용산구,3,0,0,0,9476.6
용산구,45,1,0,0,9793.0
용산구,52,0,1,0,9326.1
용산구,172,1,0,1,10281.1
용산구,19,0,0,1,8629.9
마포구,0,0,0,1,11353.6
마포구,13,0,0,0,10609.2
마포구,0,0,0,1,10987.3
마포구,88,1,1,1,11470.4
마포구,29,0,1,1,12188.8
마포구,118,1,1,11,11357.9
마포구,54,0,1,1,10529.5
마포구,60,0,0,0,10339.2
마포구,35,1,0,1,10791.5
마포구,1094,4,3,5,12665.8
양천구,19,0,0,0,9865.5
양천구,0,1,0,0,10911.4
양천구,10,0,1,0,9872.1
양천구,20,0,0,0,8150.1
양천구,66,1,1,0,10845.3
송파구,1,0,0,0,9358.1
송파구,1,0,0,0,11789.3
송파구,6,0,0,2,11377.9
송파구,12,0,0,0,9400.2
송파구,100,1,1,26,12185.6
송파구,216,2,1,22,12148.0
송파구,1,0,0,0,12070.8
송파구,0,0,0,1,12528.7
송파구,1,0,0,0,10308.5
관악구,78,0,0,2,11471.9
관악구,88,2,0,0,10937.0
관악구,29,0,0,3,10672.5
관악구,45,1,2,10,12096.2
관악구,75,1,0,4,10778.0
관악구,82,0,0,9,11495.7
관악구,26,0,0,1,10457.4
관악구,71,0,0,35,11026.1
관악구,80,0,1,22,11656.1
금천구,0,0,0,0,11354.3
금천구,0,0,0,0,11559.2
금천구,36,1,1,3,11289.1
금천구,104,0,2,4,11295.6
금천구,1,0,0,0,6314.1
금천구,54,0,1,10,12155.1
강동구,18,0,1,0,11390.4
강동구,52,0,6,24,11858.8
강동구,43,1,1,0,10789.8
강동구,90,0,1,0,11010.3
강동구,16,0,0,0,9914.4
강동구,171,1,2,28,12289.4
영등포구,2,0,0,1,10904.5
영등포구,5,0,0,4,12197.5
영등포구,30,0,0,2,10340.6
영등포구,53,1,0,1,10716.5
영등포구,10,0,0,0,11269.4
영등포구,21,0,0,0,12082.2
영등포구,5,0,0,0,12474.9
영등포구,128,0,0,1,10710.0
영등포구,268,0,1,4,11040.3
영등포구,20,0,0,4,11096.9
영등포구,173,1,1,52,11761.7
영등포구,99,2,2,3,12018.2
영등포구,40,0,0,3,10396.3
동작구,60,0,0,1,10720.0
동작구,21,2,0,0,9977.3
동작구,176,2,1,3,11117.8
동작구,84,0,1,3,10731.4
동작구,3,0,0,0,10932.2
동작구,152,0,0,6,11375.3
동작구,43,0,0,0,12152.0
강북구,88,0,1,17,11146.0
강북구,39,0,0,18,11182.8
강북구,127,0,1,13,11311.1
강북구,54,1,0,3,10234.2
노원구,12,0,0,0,10171.6
노원구,14,0,0,15,11304.3
노원구,118,1,0,0,11882.9
노원구,3,0,0,0,10701.4
성북구,125,1,3,2,11008.9
성북구,18,0,0,0,9007.3
성북구,15,1,4,0,10461.4
성북구,12,0,0,0,10915.9
성북구,256,3,0,9,11525.6
성북구,56,0,0,0,10274.8
강남구,133,0,1,4,12216.0
강남구,197,1,0,1,11328.1
강남구,72,0,0,0,10796.4
강남구,64,0,0,1,11244.3
강남구,67,0,0,3,10774.9
강남구,129,4,3,6,12703.7
강남구,18,1,0,2,10484.0
강남구,76,2,1,2,10997.9
강남구,5,0,1,0,10495.6
강남구,193,1,2,1,10821.1
강남구,60,2,1,0,12184.1
강남구,19,0,1,2,11578.2
강남구,25,0,0,1,11144.2
강남구,7,0,0,1,11817.1
강남구,116,0,1,1,12192.5
강남구,22,0,1,8,11708.5
강남구,54,1,0,0,10352.8
강남구,15,1,1,1,11667.5
강남구,186,1,0,3,12316.4
강남구,98,1,0,10,12475.1
강남구,258,3,2,3,12004.4
강남구,29,0,0,0,10053.3
강남구,2,0,0,0,9490.2
강남구,8,0,1,0,10168.6
강남구,52,0,3,1,10806.5
강남구,40,1,0,0,11867.5
강남구,74,0,0,0,10967.8
강남구,110,0,1,16,12361.4
강남구,13,0,0,0,9477.9
강남구,10,0,0,0,9457.5
강남구,11,1,0,0,9516.2
강남구,8,1,0,0,9572.6
강남구,32,0,0,0,9991.4
강남구,13,1,0,1,9862.5
강남구,59,2,0,0,10703.3
강남구,28,1,1,0,10719.5
강남구,91,0,0,0,10978.7
강남구,98,2,2,4,11168.4
강남구,242,1,1,0,11365.7
강남구,438,3,5,3,11971.7
강남구,225,3,2,3,12164.2
강남구,48,0,1,0,11048.9
강남구,31,1,1,2,11046.2
강남구,38,0,0,1,10045.3
강남구,169,2,3,5,12661.4
강남구,12,0,1,19,11479.2
강남구,22,0,1,2,10021.2
강남구,81,3,2,0,11215.2
강남구,41,0,2,1,10053.2
강남구,18,1,1,0,10306.2
강남구,65,2,0,0,10591.7
강남구,20,0,1,2,10699.8
강남구,1,1,0,1,13287.8
강남구,85,0,0,5,11733.4
강남구,33,0,0,2,11789.8
광진구,1,0,0,0,10975.5
광진구,63,1,1,0,10675.0
광진구,216,0,0,1,11426.1
광진구,96,0,0,3,11328.7
광진구,74,1,2,2,11173.0
광진구,50,0,0,2,11250.9
동대문구,208,0,1,1,10174.8
동대문구,152,1,1,0,10985.1
동대문구,89,0,0,0,10713.3
동대문구,24,1,1,0,10328.0
동대문구,60,1,2,10,11894.7
동대문구,171,1,0,12,11755.7
동대문구,65,0,1,3,10841.6
동대문구,34,2,1,2,10571.6
동대문구,64,0,2,3,11053.6
은평구,112,0,1,14,11210.1
은평구,64,0,0,3,9785.1
은평구,149,1,1,5,11109.5
은평구,33,0,0,4,10556.0
중구,346,3,0,30,12551.6
중구,98,2,0,8,11415.1
중구,110,0,0,29,11945.7
중구,44,0,0,3,11439.9
중구,25,2,0,2,11470.9
중구,17,1,0,1,11372.0
중구,131,0,1,1,10717.7
중구,72,0,0,3,11140.8
중구,23,0,1,0,9271.2
중구,312,2,3,11,11816.2
중구,120,2,0,6,11202.3
중구,295,0,0,5,10660.7
중구,40,0,0,1,10075.5
중구,191,4,2,1,11222.0
중구,427,0,2,22,12067.1
중구,527,0,0,2,11544.0
중구,41,1,0,3,11816.8
중구,179,0,0,24,11675.6
중구,12,1,0,2,12770.5
성동구,27,0,1,3,11187.9
성동구,62,0,0,0,10887.8
성동구,38,0,0,0,10339.6
성동구,29,1,0,14,10670.2
구로구,2,0,0,0,8900.5
구로구,6,0,1,2,10618.1
구로구,27,0,0,0,9238.5
구로구,2,0,0,0,11182.7
