id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,price
31350702,Private House in Brooklyn,14671652,Marlon,Brooklyn,Bedford-Stuyvesant,40.69126,-73.95285,Entire home/apt,14,0,,,1,364,250
14749932,PRIME WILLIAMSBURG ROOM. ONE STOP FROM MANHATTAN,13066224,Valentina,Brooklyn,Williamsburg,40.71906,-73.95725999999999,Private room,1,35,2019-06-23,1.01,1,247,78
2864637,Ting Ting's Home in Heart of Brklyn,14641776,Ting,Brooklyn,Fort Greene,40.69053,-73.9791,Entire home/apt,5,3,2015-05-01,0.05,1,0,100
34438157,"Cozy, Brooklyn Room in the ""Middle of Everything!""",10568305,Gpa,Brooklyn,Crown Heights,40.66975,-73.92878,Private room,1,2,2019-06-24,2.0,1,325,49
22238046,Bronx 167th Grand ConCourse,162457374,Daniel,Bronx,Concourse Village,40.83314,-73.91708,Private room,2,0,,,1,0,38
22634088,Brooklyn Condominium With Balcony,155607686,Jenna,Brooklyn,Gravesend,40.58876,-73.97349,Private room,3,20,2019-06-15,1.29,1,324,39
33553737,1 Bedroom open floor garden apartment,76451668,Juan,Brooklyn,Bedford-Stuyvesant,40.68592,-73.92695,Entire home/apt,31,1,2019-05-11,0.51,2,155,120
4538238,Sunny studio apartment in the heart of Manhattan,3473330,Shira,Manhattan,Kips Bay,40.7401,-73.97994,Entire home/apt,2,23,2018-10-28,0.41,1,12,150
31947104,EMPIRE COZY DOUBLE DOUBLE,224414117,Gabriel,Manhattan,Hell's Kitchen,40.7549,-73.99679,Private room,1,0,,,30,363,299
19859697,"spacious and sunny room, with a rooftop",9121644,Dominic,Queens,Ridgewood,40.70334,-73.90647,Private room,2,5,2017-09-02,0.21,1,0,85
33635065,Sonder | Stock Exchange | Cozy 1BR + Laundry,219517861,Sonder (NYC),Manhattan,Financial District,40.7071,-74.01194,Entire home/apt,2,6,2019-06-20,2.28,327,327,230
29051841,Amazing Penthouse,213781715,Anting,Brooklyn,Greenpoint,40.73079,-73.95193,Entire home/apt,1,1,2018-11-10,0.12,33,0,350
27681497,Private top-floor in historic Brooklyn Brownstone,38956453,Paula And Jorge,Brooklyn,Bedford-Stuyvesant,40.6844,-73.9358,Entire home/apt,2,51,2019-07-01,5.03,1,89,125
7715342,Beautiful Home Away From Home,11272233,Kat,Brooklyn,Crown Heights,40.6735,-73.93856,Private room,1,199,2019-06-22,4.19,2,288,59
14769785,Pr1vate Room(Queensizebed)$100,83147028,Shirley,Brooklyn,Crown Heights,40.67181,-73.925,Private room,1,16,2019-01-01,0.46,2,365,100
54508,Sml Rm in pr Brst  Park Sl great for Med/students,210746,Kathleen R.,Brooklyn,Prospect Heights,40.6787,-73.97261999999999,Private room,2,226,2019-06-06,2.12,3,250,100
24698087,Brooklyn House of Light,26068038,Sam,Brooklyn,Windsor Terrace,40.64801,-73.97391,Entire home/apt,3,2,2018-08-13,0.16,1,0,350
33428580,Sunny Cozy Economic Garden Bedroom 4GR,17555570,Yan,Brooklyn,Crown Heights,40.668890000000005,-73.92376,Private room,1,23,2019-06-27,7.04,12,48,49
1731245,"Sunny, Comfortable Space",7228995,Sophie,Brooklyn,Crown Heights,40.67394,-73.92399999999999,Entire home/apt,2,92,2019-06-24,1.37,1,311,120
8281340,"Spacious, Townhouse Garden Apt",21628945,Keith,Brooklyn,Bedford-Stuyvesant,40.68223,-73.9269,Entire home/apt,2,16,2019-01-28,0.42,2,0,121
7089310,One of a kind big home in Queens,37157641,Madi,Queens,Jamaica Estates,40.72223,-73.78565,Entire home/apt,4,55,2019-06-30,1.28,1,82,398
1815211,":: Spacious 1bedroom, great loca ::",1572271,Ilana,Manhattan,Gramercy,40.73689,-73.98451,Entire home/apt,1,80,2018-01-02,1.16,1,0,185
23646295,La Quinta Central Park West,172544686,Vijay,Manhattan,Upper West Side,40.77597,-73.97686,Private room,1,4,2018-03-17,0.25,4,270,179
8883269,Cute 1 bedroom apt close to all,46482708,Djamal,Queens,Maspeth,40.72582,-73.90549,Entire home/apt,3,74,2019-05-20,1.63,1,321,100
13778127,Studio with own back yard and new kitchen,80886117,Joanna,Manhattan,Upper East Side,40.7731,-73.95169,Entire home/apt,4,20,2019-04-28,0.55,1,82,150
4076084,Alcove Studio & Terrace best part of Williamsburg!,7116594,Russell,Brooklyn,Williamsburg,40.71009,-73.96471,Entire home/apt,3,2,2017-12-30,0.05,1,0,132
2155219,Private Bedroom in LIC/ Astoria,10998158,Laura,Queens,Long Island City,40.75874,-73.92999,Private room,29,37,2018-12-08,0.57,1,305,100
173742,"Elegant 2-BR duplex, Union Square",829652,Donna,Manhattan,Gramercy,40.73476,-73.98451999999999,Entire home/apt,2,105,2019-06-23,1.13,1,304,400
16570490,Sunny Room in Clinton Hill Brooklyn,11935009,Brandon,Brooklyn,Clinton Hill,40.68118,-73.96126,Private room,2,15,2018-06-29,0.5,1,0,60
8990116,Bright and spacious 1 bedroom,5485733,Jelena,Brooklyn,Williamsburg,40.70862,-73.95432,Entire home/apt,2,19,2017-10-14,0.42,1,0,150
16860541,Large Bedroom Apartment with  a Private Bathroom,42993745,Paul,Manhattan,Upper East Side,40.77659,-73.95407,Private room,3,18,2018-12-15,0.65,2,0,130
27758379,"Spacious, Quiet Apt- Heart of West Village",52889401,Teen,Manhattan,West Village,40.73223,-74.00499,Entire home/apt,2,9,2019-04-28,0.87,1,41,290
33656304,"Smart Midtown West Studio w/ sundeck, gym, near Times Sq. by Blueground",107434423,Blueground,Manhattan,Theater District,40.75938,-73.98749000000001,Entire home/apt,30,0,,,232,14,219
3952093,Entire 2 bdrm/2 bth UWS/RiversdePrk,20484008,Mike,Manhattan,Upper West Side,40.79407,-73.97513000000001,Entire home/apt,4,75,2019-06-29,1.31,2,8,160
10268663,SkyView - 2 bed 2ba W&D Gym!5175,16098958,Jeremy & Laura,Manhattan,Upper East Side,40.7776,-73.95277,Entire home/apt,30,1,2018-10-06,0.11,96,213,360
5251338,"Stay in beautiful Carroll Gardens, Brooklyn!! 1BD",17129810,Jeffrey,Brooklyn,Red Hook,40.66541,-74.01406999999999,Private room,5,66,2018-11-02,1.75,5,326,60
24388099,Grand Central Brand New 2-Bedroom Apartment (5R),2269233,Heather,Manhattan,Murray Hill,40.74922,-73.97744,Entire home/apt,30,1,2018-08-12,0.09,1,47,120
3270809,Artist Loft in Lower East Side with Roof,14289427,Francesca,Manhattan,Chinatown,40.71613,-73.99266,Entire home/apt,4,6,2018-12-12,0.18,3,341,500
22575619,"Cozy, Humble and private",80824522,Nat,Brooklyn,Bushwick,40.7025,-73.93253,Private room,2,16,2019-06-29,1.07,2,185,69
13685932,Hudsonview Terrace in Hell's Kitchen,6608774,Dustin,Manhattan,Hell's Kitchen,40.766090000000005,-73.99305,Private room,3,0,,,1,0,150
10684164,Private 1 Bdrm Apt - Prospect Park,19227044,Adam,Brooklyn,Flatbush,40.64945,-73.9624,Entire home/apt,7,1,2016-02-13,0.02,1,0,75
1019360,Hip charming Williamsburg apartment,693889,Heather,Brooklyn,Williamsburg,40.70798,-73.94263000000001,Entire home/apt,5,7,2016-10-26,0.1,1,0,120
22336423,The Double U,40371157,Jimmy,Bronx,Longwood,40.82441,-73.90361,Private room,1,25,2018-12-09,1.34,2,0,125
28816970,Amazing Studio in the heart of East Village,76610380,Ana,Manhattan,East Village,40.72925,-73.98459,Entire home/apt,3,12,2019-06-22,1.26,1,0,150
2396867,Near Columbia Universit/Female only,12245536,Rong,Manhattan,Harlem,40.82039,-73.95514,Private room,1,5,2016-01-03,0.08,2,0,40
14366544,Doorman Penthouse One Bedroom Laundry 5196,16098958,Jeremy & Laura,Manhattan,Gramercy,40.73486,-73.98611,Entire home/apt,30,2,2018-07-31,0.06,96,345,179
1881846,Cozy sunny room in the heart of the city,586409,Ahmed,Manhattan,Midtown,40.75375,-73.96556,Private room,2,128,2019-05-28,1.88,1,294,130
6699912,Good size room in large 3 bedroom,35070587,Tim,Brooklyn,Sunset Park,40.65972,-73.9937,Private room,7,0,,,1,0,75
34118882,Sonder | Stock Exchange | Superior 1BR + Kitchen,219517861,Sonder (NYC),Manhattan,Financial District,40.70632,-74.01073000000001,Entire home/apt,2,3,2019-06-08,2.09,327,348,229
13254864,2 Bed 1 Bedroom Flex Apartment - Greenwich Village,74573695,Ozge,Manhattan,Greenwich Village,40.72838,-73.99899,Entire home/apt,7,38,2019-06-30,1.03,1,205,200
21649172,Sanctuary on the Upper West Side of Manhattan,4431637,Rebecca,Manhattan,Upper West Side,40.79907,-73.96961999999999,Entire home/apt,6,4,2019-04-21,0.22,1,177,225
20404055,Spacious room with private bathroom in Manhattan,7433664,Muneeza,Manhattan,Washington Heights,40.8459,-73.94219,Private room,1,1,2017-08-15,0.04,1,0,60
18540170,Great room across the street from the High bridge,128692351,Nahuel,Bronx,Highbridge,40.84289,-73.92688000000001,Private room,2,107,2019-06-14,4.12,5,344,100
16580,"Sunny, Modern room in East Village!",64442,Reka,Manhattan,East Village,40.726490000000005,-73.97904,Private room,1,338,2019-07-01,4.72,2,72,80
36108523,Luxury Private Bedroom and bathroom in Midtown,245843084,Dany,Manhattan,Hell's Kitchen,40.75957,-73.99535,Private room,3,0,,,1,5,129
7126996,Williamsburg 2 BR Apt w View of NYC,37191276,Deniz,Brooklyn,Williamsburg,40.71255,-73.95121,Private room,2,0,,,1,0,125
12136198,5th ave/Broadway near Empire State,65143341,Noel,Manhattan,Midtown,40.74771,-73.98727,Entire home/apt,1,186,2019-06-24,4.68,1,230,139
27489188,Nice Apartment in Gramercy Park,27336207,Juan Eduardo,Manhattan,Gramercy,40.735690000000005,-73.98097,Entire home/apt,3,6,2019-05-19,0.56,2,0,160
31986426,Spacious Studio with Amazing Views,104513848,Jor,Manhattan,Chelsea,40.74415,-73.99483000000001,Entire home/apt,3,1,2019-06-10,1.0,1,60,250
10901062,Stylish Windsor Terrace flat,836911,Cathy,Brooklyn,Windsor Terrace,40.65636,-73.97945,Entire home/apt,4,1,2016-03-30,0.03,3,0,150
33748535,Contemporary Brooklyn Lifestyle Apt /JFK Airport 3,223375402,Joyce,Brooklyn,East New York,40.66195,-73.8936,Private room,2,1,2019-05-13,0.52,4,352,65
32356294,Large Bedroom with Private Entrance,2487323,Maddy,Brooklyn,Greenpoint,40.73446,-73.9523,Private room,14,0,,,1,157,61
17138302,Sunny and Bright Studio in Upper West Side!,2771711,Gina,Manhattan,Upper West Side,40.80212,-73.9692,Entire home/apt,1,2,2017-03-04,0.07,1,0,120
25189933,Charming Private Room 5 min to the Ocean,12931469,Margarita,Staten Island,Great Kills,40.54896,-74.14246,Private room,2,9,2019-07-01,0.73,3,89,40
31620173,"Williamsburg 1.5 Bed, PRIVATE Yard, Music Venues",237049868,Luc And Deb,Brooklyn,Williamsburg,40.713640000000005,-73.9383,Entire home/apt,1,2,2019-05-06,0.56,1,0,95
27534625,Woodside NY Cozy Room-15/20 mins from Time Square.,91646104,Pao,Queens,Woodside,40.74344,-73.91076,Private room,3,38,2019-07-02,3.65,3,146,51
17893797,Private Room in Spacious Central Harlem Apartment,26821811,Lynda,Manhattan,Harlem,40.8155,-73.93986,Private room,3,1,2018-08-02,0.09,1,0,38
19871726,"Prime Wburg, spacious and sunny",22549130,Zaid,Brooklyn,Williamsburg,40.7134,-73.944,Entire home/apt,3,6,2018-08-26,0.26,1,0,116
23236828,Cozy Room. 2 blocks to Subway,172911004,Vas,Bronx,Concourse Village,40.83168,-73.91977,Private room,5,33,2019-06-01,1.96,1,176,47
16811199,Spacious 1 bdrm apt in amazing location,77812140,Peter,Queens,Ridgewood,40.70475,-73.91081,Entire home/apt,2,2,2017-05-21,0.08,1,0,120
7617511,Cute room in Williamburg,6828611,Ashley,Brooklyn,Williamsburg,40.70854,-73.95281,Private room,1,4,2015-12-29,0.09,1,0,70
28908658,Small Reasonable stay in NYC 3min Subway Grand Ave,204704622,Momoyo,Queens,Elmhurst,40.74035,-73.87617,Private room,29,1,2019-06-20,1.0,7,6,29
16851973,!!! Beautiful private room with backyard.,2092314,Valentin,Brooklyn,East Flatbush,40.6392,-73.94731999999999,Private room,30,1,2017-07-30,0.04,7,124,32
23126850,Beautiful Cozy Fully Furnished - 1 BD Midtown West,12873109,Sid,Manhattan,Midtown,40.75287,-73.99065999999999,Entire home/apt,2,0,,,1,0,160
21437509,Peaceful Artist's Room in Williamsburg,13081524,Sarah,Brooklyn,Williamsburg,40.71226,-73.93949,Private room,2,48,2019-06-29,2.3,1,13,60
24654607,The East Village Home: The Cabin Room,126034120,Roni,Manhattan,East Village,40.72607,-73.97631,Private room,1,67,2019-06-22,4.59,3,241,95
1633420,NYC Harlem cozy private room,8677477,Tia,Manhattan,Harlem,40.81307,-73.93854,Private room,1,73,2019-05-24,1.08,1,309,80
20257297,Williamsburg Sky,4220261,Bashan,Manhattan,Civic Center,40.71332,-74.00643000000001,Entire home/apt,2,0,,,1,89,300
9886034,Charming Crown Heights Apartment,50857647,Shaina,Brooklyn,Crown Heights,40.67797,-73.95397,Private room,14,0,,,1,0,75
30541504,"Spacious, sunny room in hip neighbourhood!",21132706,Gjermund,Brooklyn,Bedford-Stuyvesant,40.69492,-73.94958000000001,Private room,3,0,,,1,25,50
28312266,"Suite 18 - Mini Apartment, ALL YOURS!",99296570,Daisy,Brooklyn,Brighton Beach,40.57973,-73.95799,Private room,1,23,2019-06-25,2.34,5,204,65
472546,Cozy place,1600988,Sweet Home,Brooklyn,Bushwick,40.6933,-73.90823,Entire home/apt,15,5,2019-01-04,0.06,1,311,82
30817394,Spacious apartment in East Williamsburg!,192740917,Dotan,Brooklyn,Williamsburg,40.7054,-73.94239,Entire home/apt,7,1,2019-01-01,0.16,1,189,120
12812630,Private Room rent temporary stay,69866168,Munnesa,Queens,Jamaica,40.69172,-73.79495,Private room,1,109,2017-07-30,2.84,1,98,60
12983995,"Cosy, neat 1bed apt 5mins to Central Pk & Columbia",71499258,Robbie,Manhattan,Upper West Side,40.80121,-73.96276999999999,Entire home/apt,10,2,2018-05-21,0.09,1,4,115
16394488,Hip Luxury Stay w Private Bath 5 min to Manhattan,94027304,Roberson,Brooklyn,Williamsburg,40.71499,-73.95561,Private room,3,5,2017-07-13,0.16,1,0,90
30394274,"Gorgeous, Roomy West Village 1BR w/ Doorman by Blueground",107434423,Blueground,Manhattan,West Village,40.72946,-74.00318,Entire home/apt,30,0,,,232,229,423
23449499,Our recently rebuilt 19th century Brooklyn gem,7886822,Lior,Brooklyn,Bedford-Stuyvesant,40.68791,-73.95633000000001,Entire home/apt,5,0,,,1,0,300
17097239,Coney Island Pvt 1 Br Apt. * Wi-Fi,114736959,Ed,Brooklyn,Coney Island,40.57575,-73.98465,Entire home/apt,2,63,2019-06-19,2.23,6,140,115
33650996,"Cozy room in Downtown Manhattan, Two Bridges, Soho",253552326,Grace,Manhattan,Two Bridges,40.712140000000005,-73.99568000000001,Private room,1,13,2019-06-10,5.2,4,153,89
35947912,Comfortable 3 bedroom in Heart of Manhattan,135718152,Danny,Manhattan,Midtown,40.75827,-73.97091999999999,Entire home/apt,3,0,,,1,24,425
8029217,MASSIVE UNION SQ LOFT - Labor Day,36640518,Michelle,Manhattan,Chelsea,40.737,-73.99576,Entire home/apt,1,0,,,1,0,500
10104806,Spacious and cozy room!,11095923,Tobias,Brooklyn,Bushwick,40.69802,-73.91471999999999,Private room,1,0,,,3,0,40
9644430,Cosy room in a sunny Brooklyn flat,11132113,Arno,Brooklyn,Bedford-Stuyvesant,40.68673,-73.95829,Private room,3,1,2016-01-09,0.02,1,0,45
7656308,Large Private Bedroom in Williamsburg Apartment,1311104,Christopher,Brooklyn,Williamsburg,40.71256,-73.95695,Private room,30,19,2019-03-21,0.43,1,0,45
27964166,Comfortable 2 bedroom apt in Times Square 5ppl,211220478,Georgian,Manhattan,Hell's Kitchen,40.75885,-73.98996,Entire home/apt,1,63,2019-06-27,6.18,1,216,269
29393659,Private 2BR house Poyer st- 20 min to Manhattan,69439684,Michelle & Lily,Queens,Elmhurst,40.74111,-73.88184,Entire home/apt,2,31,2019-07-05,3.65,2,239,179
27730757,Charm & style galore in Boerum Hill 2BR duplex,7087709,Theresa,Brooklyn,Boerum Hill,40.68783,-73.98695,Entire home/apt,2,31,2019-07-02,2.99,1,25,295
5770483,Cozy Quiet 1 BR Apt Hell's Kitchen,29936494,Monica,Manhattan,Hell's Kitchen,40.76525,-73.98953,Entire home/apt,5,55,2019-06-14,1.09,1,34,195
16352907,New Years Eve in a bright and airy UWS one bedroom,71698853,Sarah,Manhattan,Upper West Side,40.78592,-73.97331,Entire home/apt,2,1,2017-01-02,0.03,1,0,100
31878988,Beautiful Garden Apartment Bedford Ave. stop on L,30214212,Michael,Brooklyn,Williamsburg,40.71509,-73.958,Entire home/apt,28,3,2019-05-30,0.9,1,258,100
23252443,Wyndham Midtown 45 (2 Bedroom Presidential) 2A,100238132,Michael,Manhattan,Midtown,40.75377,-73.97223000000001,Entire home/apt,3,40,2019-05-13,2.63,12,0,339
20762089,Charming Boerum Hill Private 2 Bdrm Apt,12680161,Tirinda,Brooklyn,Boerum Hill,40.68418,-73.98373000000001,Entire home/apt,1,97,2019-07-02,4.48,2,39,250
22162915,2 Beds 1 Bath UPPER WEST SIDE/ LINCOLN CENTER,131647128,Emily,Manhattan,Upper West Side,40.77483,-73.98973000000001,Entire home/apt,30,1,2018-10-12,0.11,25,0,200
20299266,West Village Gem - Renovated 3 Bedroom Apt!,117677214,Rodney,Manhattan,West Village,40.73103,-74.00319,Entire home/apt,5,47,2019-06-09,2.01,1,310,325
10630048,Sunny modern oasis near THE Park,9273561,Nadine,Manhattan,East Harlem,40.79013,-73.94473,Private room,2,21,2016-09-19,0.5,1,0,75
14149046,Faith,38294216,Rachel,Queens,Jamaica,40.686890000000005,-73.80117,Private room,7,5,2019-06-01,0.27,4,160,60
15665469,Sunny and cozy bedroom in Ditmas Park,8832456,Ubi,Brooklyn,Kensington,40.64381,-73.97018,Private room,1,132,2019-06-23,4.03,1,70,54
28538516,纽约单一家庭住宅,156064588,Xiaowen,Brooklyn,Crown Heights,40.67623,-73.91144,Private room,1,11,2019-01-04,1.11,1,0,69
369671,LUXURY 2BD/2BTH - HUGE PATIO,1863713,Alix,Manhattan,East Village,40.72899,-73.97792,Entire home/apt,30,58,2019-07-01,0.66,1,200,549
4713896,Charming brownstone,10148113,Caylah,Brooklyn,Bedford-Stuyvesant,40.68927,-73.94767,Private room,2,3,2015-02-04,0.05,1,0,70
19645931,Time Square NYC Location,2074014,Carmine,Manhattan,Hell's Kitchen,40.76232,-73.99285,Private room,7,1,2018-01-24,0.06,1,99,110
7637112,Wyndham Vacation Resorts Condos,40068023,John,Manhattan,Midtown,40.75219,-73.97133000000001,Entire home/apt,6,0,,,1,0,400
8105749,Beautiful 1 bedroom in city center,23613165,Gia,Manhattan,Midtown,40.75932,-73.96396,Entire home/apt,2,2,2016-01-07,0.04,1,0,140
21413889,A Garden Suite - Mott Haven Townhouse Studio,155171571,Tania,Bronx,Mott Haven,40.808890000000005,-73.92028,Entire home/apt,3,32,2019-06-08,1.59,1,6,125
30193375,*NO GUEST SERVICE FEE* Beekman Tower Studio Suite  #4,205031545,Red Awning,Manhattan,Midtown,40.75385,-73.96573000000001,Entire home/apt,28,1,2019-05-20,0.6,49,234,675
24367577,Clinton Hill Dream House,3074904,Lauren & Chelsea,Brooklyn,Clinton Hill,40.6844,-73.96221,Entire home/apt,2,10,2019-01-27,0.77,4,12,190
13913803,Bedroom in Clinton Hill,4310378,Autumn,Brooklyn,Clinton Hill,40.69561,-73.96269000000001,Private room,3,26,2019-05-30,0.75,3,362,79
33674936,Artist LOFT in Bushwick - 15min from Manhattan,9850389,David,Brooklyn,Bushwick,40.70672,-73.92295,Entire home/apt,2,1,2019-05-27,0.7,1,0,200
13883020,Amazing view in an artist's living 2bed/2bath apt,20471727,Krisztián,Brooklyn,Williamsburg,40.71118,-73.96342,Entire home/apt,6,5,2018-12-31,0.14,1,0,370
25535697,Huge Central Harlem 2 Bedroom (125th 2/3 train),7710878,Monica,Manhattan,Harlem,40.80805,-73.9456,Entire home/apt,3,0,,,1,0,163
5195568,private room,26877037,Catherine,Brooklyn,Sheepshead Bay,40.60059,-73.95899,Private room,1,3,2015-10-14,0.06,2,0,139
9047417,"King Bed,Entire Home Downtown, WiFi",31153462,Talia,Manhattan,Lower East Side,40.72176,-73.99345,Entire home/apt,7,3,2016-01-05,0.07,1,0,140
21996542,East Village 2 Bedroom Apt in Pre War/Doorman Bldg,11951403,Kacy,Manhattan,East Village,40.72732,-73.98056,Entire home/apt,30,0,,,1,0,475
22629010,Fashion week stay!,165907758,Helen,Manhattan,Midtown,40.75301,-73.97277,Entire home/apt,7,0,,,1,0,200
867020,Nice quiet room on a backyard,4363775,O.,Brooklyn,Greenpoint,40.73404,-73.95737,Private room,31,10,2018-07-20,0.25,3,193,50
6669443,Bedroom with Empire St Bldg View!,8816218,Alexa,Brooklyn,Williamsburg,40.71162,-73.94551,Private room,1,0,,,1,0,125
14594441,Excellent Studio Space,49562545,Ella,Brooklyn,Williamsburg,40.70623,-73.94951,Entire home/apt,1,187,2019-06-23,5.43,2,39,99
20900545,Beautiful Brooklyn Brownstone w/private parking,150159094,Domonique,Brooklyn,Bedford-Stuyvesant,40.69064,-73.93559,Entire home/apt,1,77,2019-07-01,3.51,1,347,310
649561,Manhattan Sky Crib (1 year sublet),3260084,David,Manhattan,Chelsea,40.75164,-73.99425,Entire home/apt,365,0,,,1,365,135
19532225,"Affordable Bedtsuy July Rental, ideal for student!",137156356,Esteban,Brooklyn,Bedford-Stuyvesant,40.68428,-73.94915999999999,Private room,7,0,,,1,0,49
8522933,Charming Cottage in Huge Victorian,44018877,Yves,Brooklyn,Flatbush,40.6394,-73.95136,Entire home/apt,2,136,2019-07-01,3.0,2,265,77
16260117,"Queen Room in Great 2BR Apt, 20min to Times Sq",336228,Victoria,Queens,Sunnyside,40.74673,-73.91564,Private room,1,2,2018-02-10,0.09,1,0,95
1267945,nice room in bedstuy I,6885157,Randy,Brooklyn,Bedford-Stuyvesant,40.68201,-73.95012,Private room,1,119,2019-06-30,1.61,15,313,65
29680716,Stunning Flatiron 1 BR near Subway access to all!,223374565,"Christine,",Manhattan,Midtown,40.74376,-73.98355,Entire home/apt,4,16,2019-07-05,2.11,1,323,189
3439207,Comfortable and Convenient,5634395,Sarah,Manhattan,Harlem,40.82186,-73.95671999999999,Private room,7,11,2018-08-26,0.18,2,0,60
30130328,Charming Apartment in Wonderful Nolita,226381548,Joe,Manhattan,Nolita,40.72249,-73.99406,Entire home/apt,3,14,2019-05-19,1.98,1,0,160
26293088,Sunny & Rustic one-bedroom in the West Village!,43297299,Nick,Manhattan,West Village,40.73886,-74.00413,Entire home/apt,3,6,2019-06-03,0.94,1,0,200
23437204,Cool Lower East Side 1br Duplex W/ Backyard!,347953,Sadiq,Manhattan,Lower East Side,40.71971,-73.98761,Entire home/apt,6,22,2019-06-10,1.36,1,17,225
7264496,MorningsideHeights/Columbia Studio,38032297,Melissa,Manhattan,Morningside Heights,40.80445,-73.9649,Entire home/apt,4,2,2015-08-21,0.04,1,0,140
13039122,Bk's Finest City life close to Transportation,50600973,Joyell,Brooklyn,Bushwick,40.69499,-73.9283,Private room,1,251,2019-06-20,6.68,7,69,45
258690,CHELSEA 1 Bdrm Plus Sleeping Loft!!,1359611,Andrea,Manhattan,Chelsea,40.74618,-74.00392,Entire home/apt,365,10,2014-10-26,0.12,1,0,195
14779359,"3 BD,2 BTH, Doorman,15 mins to Midtown",47219202,Roy & Rita,Manhattan,Harlem,40.8222,-73.94323,Entire home/apt,2,15,2019-07-07,0.58,1,54,199
25802592,"Sunnyside -  Huge Private Bedroom, right by 7train",172541609,S,Queens,Sunnyside,40.74625,-73.91388,Private room,2,10,2019-07-05,0.78,1,44,65
15663543,2 Bedrooms with room for 4,48498971,Adam,Brooklyn,Crown Heights,40.67741,-73.95385999999999,Entire home/apt,30,2,2018-11-23,0.09,1,0,160
11714137,Charming home in Brooklyn,1486872,Kelly,Brooklyn,Gowanus,40.67061,-73.9904,Entire home/apt,7,5,2019-05-17,0.15,2,1,250
26357377,Spacious Midtown one bedroom,120762452,Stanley,Manhattan,Murray Hill,40.74891,-73.97719000000001,Entire home/apt,30,1,2019-05-23,0.64,50,352,200
22533734,Awesome spacious one bedroom in prime NYC location,165492173,Michael,Brooklyn,Park Slope,40.67682,-73.97476,Entire home/apt,7,0,,,1,0,200
3043029,2 bedroom in the East Village,1451702,Paco,Manhattan,East Village,40.72687,-73.97995,Entire home/apt,8,0,,,1,0,225
33034321,Comfortable Shared Apt  in Times Square,248068752,Gúney,Manhattan,Hell's Kitchen,40.7647,-73.98853000000001,Shared room,1,8,2019-06-02,2.16,5,361,75
35743508,"20 Min to Manhattan, Big 3 bed RM Apt in Ridgewood",267405973,Peter,Queens,Ridgewood,40.70141,-73.90415,Entire home/apt,18,0,,,2,347,195
6966936,Single Family Bushwick Oasis,36208562,Rebecca & Warren,Brooklyn,Bushwick,40.69847,-73.92787,Entire home/apt,2,23,2016-10-29,0.49,1,0,250
21878449,Sun filled apartment in the heart of Brooklyn,2946041,Alex,Brooklyn,Bedford-Stuyvesant,40.6889,-73.95362,Entire home/apt,3,0,,,1,0,195
29631765,Modern and Spacious Brooklyn Duplex,17031708,Hannah,Brooklyn,Williamsburg,40.71301,-73.94846,Private room,3,1,2018-12-05,0.14,1,180,500
22971238,"Suite 18 - Private Room, Close to Coney Island",99296570,Daisy,Brooklyn,Brighton Beach,40.58012,-73.95896,Private room,1,77,2019-06-18,4.67,5,187,35
30791949,Cozy and spacious loft in Williamsburg/Bushwick,4510691,Gillian,Brooklyn,Williamsburg,40.70923,-73.9448,Entire home/apt,2,4,2019-05-13,0.62,1,34,175
28699887,Brooklyn Home,44338944,Ethan,Brooklyn,Sunset Park,40.64349,-74.02346999999999,Entire home/apt,14,2,2019-05-31,0.24,1,184,80
13492036,"Beautiful 1 bedroom in Astoria,Queens",77325010,Petros,Queens,Ditmars Steinway,40.77231,-73.90793000000001,Entire home/apt,4,1,2016-07-31,0.03,1,0,75
35464662,BEAUTIFUL MADISON AVE STUDIO -- EXPERIENCED HOST!,25012594,Shane,Manhattan,Upper East Side,40.76801,-73.96896,Entire home/apt,2,2,2019-06-22,2.0,1,105,140
4783437,Amazing Private & Cozy Williamsburg Room *rooftop*,186888,Matthew,Brooklyn,Williamsburg,40.70936,-73.94109,Private room,3,125,2019-07-03,3.26,1,134,75
31614670,XL Private Bedroom in the Heart of Brooklyn,92588965,Kam,Brooklyn,East Flatbush,40.64842,-73.92753,Entire home/apt,2,17,2019-06-07,2.98,1,248,45
4309757,Beautiful Studio apartment in Prime Park Slope,1918986,Roni,Brooklyn,Park Slope,40.66651,-73.97922,Entire home/apt,31,8,2018-10-29,0.17,1,296,160
20006934,2 bedroom next to Times Square & Central Park,6137321,Joseph,Manhattan,Hell's Kitchen,40.76621,-73.98516,Entire home/apt,1,130,2019-07-04,5.73,1,174,279
16165498,"Private, Clean, Spacious Room with Full Bathroom",28875304,Sebastian,Brooklyn,Bushwick,40.68856,-73.91503,Private room,4,4,2019-01-02,0.13,2,8,85
34704536,Large Family Room/ parking available,252646618,Michael,Queens,Astoria,40.76425,-73.90981,Private room,1,0,,,2,310,110
34206373,Sonder | The Nash | Classic 1BR + Fitness Center,219517861,Sonder (NYC),Manhattan,Murray Hill,40.7484,-73.97544,Entire home/apt,29,0,,,327,342,200
25946015,Cozy 1 Bed/1 Bath Nestled in Charming West Village,195021790,Josh,Manhattan,West Village,40.73338,-74.00314,Entire home/apt,2,4,2018-07-26,0.31,1,0,180
